Timezero,U,V,W,U_avg,V_avg,W_avg,U',V',W',U'',V'',W'',U'V',V'W',W'U',U''_Avg,V''_Avg,W''_Avg,U'V'_Avg,V'W'_Avg,W'U'_Avg,TKE
84.9,90.06,0.9275,12.5225,85.527,1.515,12.83,4.533,-0.587,-0.307,20.548,0.345,0.095,-2.663,0.181,-1.394,-59.622,-6.8,-0.791,-4.023,-1.562,-2.804,-33.606
84.925,90.78,1.1575,13.31,85.509,1.515,12.832,5.271,-0.357,0.478,27.783,0.128,0.228,-1.884,-0.171,2.52,-58.709,-6.633,-0.701,-3.973,-1.527,-2.769,-33.021
84.95,91.665,1.635,13.7825,85.49,1.516,12.833,6.175,0.119,0.95,38.131,0.014,0.902,0.735,0.113,5.863,-57.793,-6.466,-0.611,-3.922,-1.492,-2.733,-32.435
84.975,92.3,1.77,13.685,85.471,1.516,12.834,6.829,0.254,0.851,46.635,0.065,0.724,1.735,0.216,5.811,-56.877,-6.299,-0.521,-3.872,-1.457,-2.697,-31.849
85.0,92.7025,1.8375,13.645,85.453,1.516,12.836,7.249,0.321,0.809,52.555,0.103,0.654,2.331,0.26,5.865,-55.959,-6.132,-0.431,-3.821,-1.422,-2.662,-31.261
85.025,93.155,2.11,13.68,85.434,1.517,12.837,7.721,0.593,0.843,59.614,0.352,0.711,4.579,0.5,6.509,-55.04,-5.964,-0.34,-3.77,-1.387,-2.626,-30.672
85.05,93.0325,2.1325,13.525,85.416,1.517,12.839,7.617,0.615,0.686,58.011,0.379,0.471,4.688,0.422,5.225,-54.119,-5.797,-0.25,-3.719,-1.352,-2.59,-30.083
85.075,92.465,1.905,12.855,85.397,1.517,12.84,7.068,0.388,0.015,49.957,0.151,0.0,2.742,0.006,0.106,-53.198,-5.629,-0.159,-3.668,-1.317,-2.554,-29.493
85.1,92.02,1.7625,12.4575,85.379,1.518,12.841,6.641,0.244,-0.383,44.103,0.06,0.147,1.624,-0.094,-2.547,-52.275,-5.461,-0.069,-3.617,-1.282,-2.518,-28.902
85.125,92.3075,1.5825,12.355,85.361,1.518,12.843,6.947,0.065,-0.488,48.254,0.004,0.238,0.448,-0.031,-3.39,-51.351,-5.293,0.022,-3.566,-1.247,-2.482,-28.311
85.15,92.3125,1.77,11.7075,85.343,1.518,12.844,6.969,0.252,-1.136,48.574,0.064,1.292,1.756,-0.286,-7.921,-50.425,-5.125,0.112,-3.515,-1.212,-2.446,-27.719
85.175,91.9025,2.2125,11.3025,85.325,1.519,12.846,6.578,0.694,-1.543,43.264,0.481,2.382,4.561,-1.07,-10.152,-49.499,-4.957,0.203,-3.464,-1.177,-2.409,-27.127
85.2,91.8175,2.4875,11.45,85.307,1.519,12.847,6.51,0.968,-1.397,42.387,0.938,1.952,6.305,-1.353,-9.095,-48.571,-4.788,0.294,-3.413,-1.141,-2.373,-26.532
85.225,91.84,2.68,11.39,85.289,1.519,12.849,6.551,1.161,-1.459,42.916,1.348,2.129,7.606,-1.694,-9.558,-47.642,-4.62,0.384,-3.361,-1.106,-2.337,-25.939
85.25,91.795,2.635,11.3975,85.272,1.52,12.85,6.523,1.115,-1.452,42.55,1.243,2.11,7.273,-1.62,-9.475,-46.712,-4.451,0.475,-3.31,-1.071,-2.3,-25.344
85.275,91.385,1.8975,11.455,85.254,1.52,12.852,6.131,0.377,-1.397,37.589,0.143,1.952,2.314,-0.527,-8.565,-45.78,-4.282,0.566,-3.258,-1.035,-2.264,-24.748
85.3,91.075,1.74,11.0925,85.237,1.52,12.853,5.838,0.22,-1.761,34.082,0.048,3.099,1.284,-0.387,-10.278,-44.848,-4.113,0.657,-3.207,-1.0,-2.227,-24.152
85.325,90.8025,1.49,11.29,85.219,1.521,12.855,5.584,-0.031,-1.565,31.175,0.001,2.449,-0.173,0.049,-8.738,-43.914,-3.944,0.748,-3.155,-0.965,-2.19,-23.555
85.35,91.07,1.535,11.385,85.202,1.521,12.856,5.868,0.014,-1.471,34.433,0.0,2.164,0.082,-0.021,-8.632,-42.979,-3.775,0.839,-3.103,-0.929,-2.154,-22.957
85.375,90.63,1.5575,10.5925,85.184,1.521,12.858,5.446,0.037,-2.266,29.659,0.001,5.132,0.199,-0.083,-12.338,-42.043,-3.606,0.93,-3.051,-0.894,-2.117,-22.36
85.4,90.7175,2.37,10.605,85.167,1.522,12.859,5.55,0.848,-2.254,30.808,0.719,5.081,4.707,-1.911,-12.511,-41.106,-3.437,1.021,-2.999,-0.859,-2.08,-21.761
85.425,91.525,2.3575,10.07,85.15,1.522,12.861,6.375,0.835,-2.791,40.641,0.698,7.79,5.326,-2.332,-17.793,-40.168,-3.267,1.112,-2.947,-0.823,-2.043,-21.162
85.45,91.8575,2.4225,9.795,85.133,1.522,12.862,6.725,0.9,-3.067,45.219,0.811,9.406,6.055,-2.762,-20.624,-39.229,-3.098,1.203,-2.895,-0.788,-2.006,-20.562
85.475,91.81,3.1025,10.1,85.116,1.523,12.864,6.694,1.58,-2.764,44.81,2.495,7.64,10.573,-4.366,-18.502,-38.289,-2.928,1.294,-2.843,-0.752,-1.969,-19.962
85.5,91.8625,2.9775,10.7175,85.099,1.523,12.865,6.763,1.455,-2.148,45.745,2.116,4.612,9.838,-3.124,-14.525,-37.348,-2.758,1.386,-2.791,-0.717,-1.932,-19.36
85.525,91.64,2.165,11.33,85.083,1.523,12.867,6.557,0.642,-1.537,42.994,0.412,2.362,4.21,-0.987,-10.078,-36.405,-2.588,1.477,-2.739,-0.681,-1.895,-18.758
85.55,91.3825,0.6225,12.2125,85.066,1.524,12.869,6.316,-0.901,-0.656,39.898,0.813,0.431,-5.694,0.592,-4.147,-35.462,-2.418,1.568,-2.687,-0.646,-1.857,-18.156
85.575,91.425,0.76,12.665,85.05,1.524,12.87,6.375,-0.764,-0.205,40.641,0.584,0.042,-4.87,0.157,-1.307,-34.517,-2.248,1.66,-2.634,-0.61,-1.82,-17.553
85.6,91.84,0.9425,12.885,85.033,1.524,12.872,6.807,-0.582,0.013,46.335,0.338,0.0,-3.958,-0.008,0.088,-33.572,-2.078,1.751,-2.582,-0.575,-1.783,-16.95
85.625,91.975,1.545,13.42,85.017,1.525,12.873,6.958,0.02,0.547,48.414,0.0,0.299,0.139,0.011,3.806,-32.626,-1.908,1.842,-2.529,-0.539,-1.745,-16.346
85.65,92.06,2.2175,13.8575,85.0,1.525,12.875,7.06,0.692,0.982,49.844,0.48,0.965,4.889,0.68,6.936,-31.678,-1.738,1.934,-2.477,-0.504,-1.708,-15.741
85.675,92.1925,2.7125,14.3075,84.984,1.525,12.876,7.209,1.188,1.431,51.962,1.41,2.049,8.56,1.7,10.319,-30.73,-1.567,2.025,-2.424,-0.468,-1.67,-15.136
85.7,92.22,2.7575,14.11,84.968,1.526,12.878,7.252,1.231,1.232,52.592,1.517,1.518,8.931,1.517,8.934,-29.78,-1.397,2.117,-2.371,-0.432,-1.633,-14.53
85.725,91.485,2.625,13.4425,84.952,1.526,12.88,6.533,1.099,0.562,42.68,1.208,0.316,7.18,0.618,3.675,-28.83,-1.226,2.208,-2.319,-0.397,-1.595,-13.924
85.75,90.82,2.4375,12.5125,84.936,1.526,12.881,5.884,0.911,-0.369,34.621,0.831,0.136,5.363,-0.336,-2.168,-27.879,-1.055,2.3,-2.266,-0.361,-1.557,-13.317
85.775,90.4525,2.785,11.22,84.92,1.527,12.883,5.532,1.258,-1.663,30.609,1.583,2.766,6.96,-2.092,-9.201,-26.927,-0.885,2.391,-2.213,-0.325,-1.52,-12.71
85.8,89.84,3.155,10.4875,84.904,1.527,12.885,4.936,1.628,-2.397,24.364,2.65,5.748,8.036,-3.903,-11.834,-25.973,-0.714,2.483,-2.16,-0.29,-1.482,-12.102
85.825,89.6575,3.8475,10.6025,84.889,1.527,12.886,4.769,2.321,-2.284,22.739,5.385,5.214,11.065,-5.299,-10.889,-25.02,-0.543,2.575,-2.107,-0.254,-1.444,-11.494
85.85,89.95,4.0525,11.045,84.873,1.527,12.888,5.077,2.526,-1.843,25.776,6.378,3.397,12.822,-4.654,-9.357,-24.065,-0.372,2.666,-2.054,-0.218,-1.406,-10.886
85.875,89.67,3.9875,10.885,84.857,1.528,12.889,4.813,2.459,-2.004,23.165,6.049,4.016,11.838,-4.929,-9.645,-23.109,-0.201,2.758,-2.001,-0.183,-1.368,-10.276
85.9,89.43,3.7625,11.25,84.842,1.528,12.891,4.588,2.235,-1.641,21.05,4.993,2.693,10.252,-3.667,-7.529,-22.152,-0.03,2.85,-1.948,-0.147,-1.33,-9.666
85.925,89.005,3.715,10.6025,84.827,1.528,12.893,4.178,2.187,-2.291,17.456,4.783,5.246,9.137,-5.009,-9.57,-21.195,0.142,2.941,-1.894,-0.111,-1.292,-9.056
85.95,87.95,3.5375,10.1625,84.811,1.529,12.894,3.139,2.009,-2.732,9.853,4.034,7.461,6.305,-5.486,-8.574,-20.236,0.313,3.033,-1.841,-0.075,-1.254,-8.445
85.975,86.8675,2.9275,9.645,84.796,1.529,12.896,2.072,1.399,-3.251,4.291,1.956,10.569,2.897,-4.547,-6.734,-19.277,0.484,3.125,-1.788,-0.04,-1.216,-7.834
86.0,86.415,2.48,9.4425,84.781,1.529,12.898,1.634,0.951,-3.455,2.67,0.904,11.94,1.554,-3.286,-5.646,-18.317,0.656,3.216,-1.734,-0.004,-1.177,-7.223
86.025,86.575,2.095,10.015,84.766,1.53,12.899,1.809,0.565,-2.884,3.272,0.319,8.317,1.022,-1.629,-5.217,-17.356,0.827,3.308,-1.681,0.032,-1.139,-6.611
86.05,87.2475,1.8675,10.2325,84.751,1.53,12.901,2.496,0.337,-2.668,6.233,0.114,7.121,0.843,-0.901,-6.662,-16.395,0.998,3.4,-1.628,0.068,-1.101,-5.998
86.075,87.745,1.9725,10.435,84.736,1.53,12.903,3.009,0.442,-2.468,9.054,0.196,6.091,1.331,-1.092,-7.426,-15.433,1.17,3.492,-1.574,0.103,-1.062,-5.386
86.1,88.42,2.0075,11.0275,84.721,1.531,12.905,3.699,0.476,-1.877,13.683,0.227,3.525,1.763,-0.895,-6.945,-14.469,1.342,3.583,-1.52,0.139,-1.024,-4.772
86.125,89.58,1.65,12.11,84.707,1.531,12.906,4.873,0.119,-0.796,23.746,0.014,0.634,0.58,-0.095,-3.879,-13.506,1.513,3.675,-1.467,0.175,-0.985,-4.159
86.15,90.31,1.6625,12.415,84.692,1.531,12.908,5.618,0.132,-0.493,31.562,0.017,0.243,0.739,-0.065,-2.77,-12.541,1.685,3.767,-1.413,0.211,-0.947,-3.545
86.175,90.2225,1.9425,12.7075,84.677,1.532,12.91,5.545,0.41,-0.203,30.753,0.169,0.041,2.276,-0.083,-1.123,-11.576,1.857,3.859,-1.359,0.247,-0.908,-2.93
86.2,90.43,2.0775,13.01,84.663,1.532,12.911,5.767,0.546,0.099,33.258,0.298,0.01,3.146,0.054,0.571,-10.609,2.028,3.951,-1.306,0.283,-0.869,-2.315
86.225,90.385,2.1825,12.56,84.649,1.532,12.913,5.736,0.651,-0.353,32.902,0.423,0.125,3.731,-0.23,-2.025,-9.643,2.2,4.042,-1.252,0.318,-0.83,-1.701
86.25,89.9825,2.14,12.335,84.634,1.533,12.915,5.349,0.607,-0.58,28.606,0.368,0.336,3.247,-0.352,-3.102,-8.675,2.372,4.134,-1.198,0.354,-0.792,-1.085
86.275,90.3875,1.7275,12.6025,84.62,1.533,12.917,5.767,0.195,-0.315,33.264,0.038,0.099,1.122,-0.061,-1.814,-7.707,2.544,4.226,-1.144,0.39,-0.753,-0.469
86.3,90.77,1.2,11.6625,84.606,1.533,12.918,6.164,-0.333,-1.255,37.995,0.111,1.576,-2.053,0.418,-7.739,-6.738,2.716,4.318,-1.09,0.426,-0.714,0.148
86.325,90.25,1.2125,11.2475,84.592,1.534,12.92,5.658,-0.322,-1.672,32.013,0.103,2.797,-1.819,0.538,-9.463,-5.769,2.888,4.41,-1.036,0.462,-0.675,0.764
86.35,89.9725,1.2,11.115,84.578,1.534,12.922,5.394,-0.334,-1.807,29.101,0.112,3.265,-1.802,0.604,-9.748,-4.799,3.06,4.501,-0.982,0.498,-0.636,1.381
86.375,90.505,1.6375,11.75,84.564,1.534,12.924,5.941,0.103,-1.174,35.295,0.011,1.378,0.615,-0.122,-6.975,-3.828,3.232,4.593,-0.928,0.534,-0.597,1.999
86.4,90.475,1.7925,11.5425,84.55,1.534,12.925,5.925,0.258,-1.383,35.106,0.067,1.911,1.532,-0.357,-8.191,-2.856,3.404,4.685,-0.873,0.569,-0.558,2.616
86.425,90.6325,1.4525,11.4025,84.537,1.535,12.927,6.095,-0.083,-1.524,37.155,0.007,2.324,-0.503,0.126,-9.293,-1.884,3.576,4.777,-0.819,0.605,-0.519,3.235
86.45,90.345,1.0425,11.2775,84.523,1.535,12.929,5.822,-0.492,-1.652,33.896,0.243,2.727,-2.867,0.813,-9.615,-0.912,3.748,4.869,-0.765,0.641,-0.48,3.853
86.475,90.035,1.2125,11.1375,84.509,1.535,12.931,5.526,-0.323,-1.793,30.537,0.104,3.217,-1.782,0.578,-9.911,0.061,3.92,4.96,-0.711,0.677,-0.441,4.47
86.5,90.065,1.1025,11.0225,84.496,1.536,12.933,5.569,-0.433,-1.91,31.014,0.188,3.65,-2.414,0.828,-10.64,1.035,4.092,5.052,-0.656,0.713,-0.401,5.089
86.525,89.7675,0.7225,10.805,84.483,1.536,12.934,5.284,-0.814,-2.129,27.926,0.662,4.533,-4.299,1.732,-11.251,2.009,4.264,5.144,-0.602,0.749,-0.362,5.708
86.55,89.6725,-0.0025,10.7275,84.469,1.536,12.936,5.204,-1.538,-2.209,27.076,2.367,4.877,-8.006,3.398,-11.492,2.984,4.436,5.236,-0.548,0.785,-0.323,6.328
86.575,89.225,-0.6225,10.5675,84.456,1.537,12.938,4.769,-2.159,-2.37,22.743,4.663,5.619,-10.299,5.119,-11.305,3.96,4.608,5.327,-0.493,0.821,-0.283,6.947
86.6,88.1775,-1.1675,10.3475,84.443,1.537,12.94,3.734,-2.704,-2.592,13.946,7.314,6.721,-10.1,7.011,-9.682,4.936,4.78,5.419,-0.439,0.856,-0.244,7.568
86.625,88.025,-0.655,10.26,84.43,1.537,12.942,3.595,-2.192,-2.682,12.924,4.805,7.193,-7.88,5.879,-9.642,5.912,4.953,5.511,-0.384,0.892,-0.204,8.188
86.65,87.9225,0.025,10.3625,84.417,1.537,12.944,3.505,-1.512,-2.582,12.289,2.286,6.664,-5.3,3.903,-9.049,6.889,5.125,5.602,-0.33,0.928,-0.165,8.808
86.675,87.695,0.7225,10.67,84.404,1.538,12.945,3.291,-0.816,-2.275,10.831,0.665,5.176,-2.684,1.855,-7.487,7.866,5.297,5.694,-0.275,0.964,-0.125,9.428
86.7,87.5825,1.2275,11.505,84.391,1.538,12.947,3.191,-0.31,-1.442,10.186,0.096,2.079,-0.991,0.448,-4.602,8.844,5.469,5.786,-0.22,1.0,-0.086,10.049
86.725,87.5775,1.245,11.9475,84.379,1.538,12.949,3.198,-0.293,-1.002,10.23,0.086,1.003,-0.937,0.293,-3.203,9.823,5.641,5.877,-0.166,1.036,-0.046,10.671
86.75,87.55,1.0575,12.2475,84.366,1.539,12.951,3.184,-0.481,-0.704,10.138,0.232,0.495,-1.533,0.339,-2.24,10.801,5.813,5.969,-0.111,1.072,-0.007,11.292
86.775,87.2225,0.54,12.235,84.353,1.539,12.953,2.87,-0.999,-0.718,8.234,0.998,0.516,-2.867,0.717,-2.06,11.781,5.985,6.061,-0.056,1.107,0.033,11.914
86.8,87.235,0.4675,11.5775,84.341,1.539,12.955,2.894,-1.071,-1.377,8.375,1.148,1.898,-3.101,1.476,-3.986,12.76,6.158,6.152,-0.001,1.143,0.073,12.535
86.825,87.7325,0.555,10.8475,84.328,1.54,12.956,3.404,-0.985,-2.108,11.591,0.97,4.446,-3.353,2.077,-7.178,13.74,6.33,6.244,0.053,1.179,0.113,13.157
86.85,88.215,1.1825,11.1,84.316,1.54,12.958,3.899,-0.357,-1.858,15.202,0.128,3.452,-1.394,0.664,-7.244,14.721,6.502,6.335,0.108,1.215,0.152,13.779
86.875,89.1125,1.89,11.1175,84.304,1.54,12.96,4.808,0.35,-1.843,23.122,0.122,3.395,1.683,-0.645,-8.86,15.701,6.674,6.427,0.163,1.251,0.192,14.401
86.9,89.525,2.345,11.13,84.292,1.54,12.962,5.233,0.805,-1.832,27.384,0.648,3.356,4.213,-1.475,-9.587,16.683,6.846,6.518,0.218,1.287,0.232,15.024
86.925,89.58,2.8975,11.9175,84.28,1.541,12.964,5.3,1.357,-1.046,28.09,1.84,1.095,7.189,-1.42,-5.546,17.664,7.018,6.609,0.273,1.323,0.272,15.646
86.95,89.705,3.2775,13.095,84.268,1.541,12.966,5.437,1.736,0.129,29.561,3.015,0.017,9.441,0.224,0.701,18.646,7.19,6.701,0.328,1.358,0.312,16.268
86.975,89.56,3.425,13.375,84.256,1.541,12.968,5.304,1.884,0.407,28.132,3.549,0.166,9.993,0.767,2.159,19.628,7.362,6.792,0.383,1.394,0.352,16.891
87.0,89.1375,3.595,13.74,84.244,1.542,12.97,4.894,2.053,0.77,23.946,4.215,0.593,10.046,1.581,3.768,20.611,7.534,6.884,0.438,1.43,0.392,17.514
87.025,89.5975,3.3025,14.1075,84.232,1.542,12.972,5.365,1.761,1.136,28.789,3.099,1.289,9.446,1.999,6.093,21.594,7.706,6.975,0.493,1.466,0.432,18.137
87.05,89.5575,3.085,14.245,84.22,1.542,12.974,5.338,1.543,1.271,28.489,2.381,1.615,8.236,1.961,6.784,22.577,7.878,7.066,0.548,1.502,0.472,18.761
87.075,90.0,2.3725,14.7775,84.209,1.542,12.975,5.791,0.831,1.803,33.536,0.69,3.249,4.809,1.497,10.438,23.56,8.049,7.157,0.603,1.537,0.512,19.383
87.1,90.075,1.8325,14.7275,84.197,1.543,12.977,5.878,0.29,1.75,34.551,0.084,3.064,1.702,0.507,10.289,24.544,8.221,7.248,0.658,1.573,0.552,20.006
87.125,89.98,1.6075,14.6525,84.186,1.543,12.979,5.794,0.065,1.674,33.57,0.004,2.801,0.374,0.108,9.696,25.528,8.393,7.34,0.713,1.609,0.593,20.63
87.15,89.5275,1.65,14.4875,84.175,1.543,12.981,5.353,0.107,1.507,28.649,0.011,2.27,0.573,0.161,8.064,26.512,8.565,7.431,0.768,1.645,0.633,21.254
87.175,88.5125,2.3,13.835,84.163,1.544,12.983,4.35,0.756,0.852,18.918,0.572,0.726,3.288,0.644,3.706,27.496,8.736,7.522,0.824,1.68,0.673,21.877
87.2,87.46,2.705,13.3475,84.152,1.544,12.985,3.308,1.161,0.363,10.943,1.348,0.131,3.841,0.421,1.199,28.481,8.908,7.613,0.879,1.716,0.713,22.501
87.225,86.8025,2.6675,13.3375,84.141,1.544,12.987,2.661,1.123,0.351,7.084,1.262,0.123,2.99,0.394,0.933,29.466,9.08,7.704,0.934,1.752,0.754,23.125
87.25,85.9425,2.3675,13.2425,84.13,1.544,12.989,1.812,0.824,0.253,3.285,0.678,0.064,1.493,0.209,0.459,30.451,9.251,7.795,0.989,1.787,0.794,23.748
87.275,85.9525,1.7725,13.125,84.119,1.545,12.991,1.834,0.228,0.134,3.362,0.052,0.018,0.417,0.03,0.246,31.436,9.423,7.886,1.044,1.823,0.834,24.373
87.3,86.18,1.4025,14.275,84.108,1.545,12.993,2.072,-0.142,1.282,4.293,0.02,1.644,-0.295,-0.183,2.656,32.422,9.594,7.976,1.1,1.859,0.875,24.996
87.325,86.595,1.265,14.7075,84.097,1.545,12.995,2.498,-0.28,1.713,6.24,0.078,2.933,-0.699,-0.48,4.278,33.407,9.765,8.067,1.155,1.895,0.915,25.619
87.35,86.335,1.1575,14.6975,84.086,1.546,12.997,2.249,-0.389,1.7,5.058,0.151,2.892,-0.874,-0.661,3.824,34.393,9.937,8.158,1.21,1.93,0.956,26.244
87.375,86.2075,1.0675,14.4675,84.076,1.546,12.999,2.132,-0.479,1.468,4.543,0.229,2.156,-1.02,-0.703,3.13,35.379,10.108,8.249,1.266,1.966,0.996,26.868
87.4,85.8975,1.6675,13.5275,84.065,1.546,13.001,1.832,0.121,0.527,3.358,0.015,0.277,0.223,0.064,0.965,36.365,10.279,8.339,1.321,2.001,1.037,27.492
87.425,85.97,2.08,13.6925,84.055,1.546,13.003,1.915,0.534,0.69,3.667,0.285,0.475,1.023,0.368,1.32,37.351,10.45,8.43,1.376,2.037,1.077,28.116
87.45,86.28,2.0475,13.3475,84.044,1.547,13.005,2.236,0.5,0.342,5.0,0.251,0.117,1.119,0.171,0.766,38.337,10.621,8.52,1.432,2.073,1.118,28.739
87.475,86.095,2.285,12.9275,84.034,1.547,13.007,2.061,0.738,-0.079,4.248,0.545,0.006,1.521,-0.059,-0.164,39.323,10.792,8.611,1.487,2.108,1.158,29.363
87.5,86.1375,2.765,12.92,84.024,1.547,13.009,2.114,1.218,-0.089,4.467,1.484,0.008,2.574,-0.108,-0.188,40.309,10.963,8.701,1.543,2.144,1.199,29.986
87.525,87.325,3.845,13.2575,84.013,1.548,13.011,3.312,2.297,0.247,10.969,5.276,0.061,7.608,0.566,0.816,41.295,11.134,8.792,1.598,2.179,1.239,30.611
87.55,87.77,4.1475,13.46,84.003,1.548,13.013,3.767,2.599,0.447,14.19,6.757,0.2,9.792,1.162,1.684,42.282,11.305,8.882,1.653,2.215,1.28,31.234
87.575,88.11,3.9725,13.1475,83.993,1.548,13.015,4.117,2.425,0.133,16.95,5.878,0.018,9.982,0.321,0.546,43.268,11.476,8.972,1.709,2.25,1.321,31.858
87.6,88.5175,3.8375,12.455,83.983,1.548,13.017,4.534,2.289,-0.562,20.562,5.242,0.316,10.382,-1.287,-2.548,44.255,11.646,9.062,1.764,2.286,1.361,32.482
87.625,88.305,3.915,11.915,83.973,1.549,13.019,4.332,2.366,-1.104,18.766,5.598,1.219,10.25,-2.612,-4.783,45.241,11.817,9.152,1.82,2.321,1.402,33.105
87.65,88.0275,3.7075,12.28,83.963,1.549,13.021,4.065,2.159,-0.741,16.52,4.659,0.549,8.773,-1.599,-3.012,46.227,11.987,9.243,1.875,2.357,1.443,33.728
87.675,88.0375,3.25,12.6825,83.954,1.549,13.023,4.084,1.701,-0.341,16.675,2.893,0.116,6.946,-0.579,-1.39,47.214,12.157,9.333,1.931,2.392,1.484,34.352
87.7,87.405,2.7,12.5075,83.944,1.549,13.025,3.461,1.151,-0.518,11.979,1.325,0.268,3.984,-0.596,-1.791,48.2,12.328,9.422,1.986,2.427,1.524,34.975
87.725,86.2225,1.9425,11.995,83.934,1.55,13.027,2.288,0.392,-1.032,5.237,0.154,1.065,0.898,-0.405,-2.362,49.187,12.498,9.512,2.042,2.463,1.565,35.599
87.75,85.645,1.0325,11.31,83.925,1.55,13.029,1.72,-0.518,-1.719,2.958,0.268,2.955,-0.89,0.89,-2.957,50.173,12.668,9.602,2.097,2.498,1.606,36.221
87.775,85.99,0.39,11.2675,83.915,1.55,13.031,2.075,-1.16,-1.764,4.306,1.346,3.11,-2.407,2.046,-3.659,51.159,12.838,9.692,2.153,2.533,1.647,36.844
87.8,86.595,0.0325,11.555,83.906,1.551,13.033,2.689,-1.518,-1.478,7.231,2.306,2.184,-4.083,2.244,-3.974,52.145,13.008,9.781,2.208,2.569,1.688,37.467
87.825,87.4525,-0.135,11.92,83.897,1.551,13.035,3.555,-1.686,-1.115,12.642,2.843,1.243,-5.995,1.88,-3.964,53.131,13.178,9.871,2.264,2.604,1.729,38.09
87.85,88.4725,-0.1275,12.085,83.888,1.551,13.037,4.584,-1.678,-0.952,21.018,2.817,0.906,-7.695,1.598,-4.364,54.117,13.347,9.961,2.319,2.639,1.77,38.712
87.875,88.68,0.5175,12.56,83.878,1.551,13.04,4.802,-1.034,-0.48,23.059,1.068,0.23,-4.963,0.496,-2.305,55.103,13.517,10.05,2.375,2.675,1.81,39.335
87.9,88.64,1.0375,13.6175,83.869,1.552,13.042,4.771,-0.514,0.575,22.762,0.265,0.331,-2.455,-0.296,2.746,56.088,13.686,10.139,2.43,2.71,1.851,39.956
87.925,88.67,1.2525,14.5425,83.86,1.552,13.044,4.81,-0.3,1.498,23.136,0.09,2.246,-1.441,-0.449,7.208,57.074,13.856,10.229,2.486,2.745,1.892,40.579
87.95,88.525,1.38,14.945,83.851,1.552,13.046,4.674,-0.172,1.899,21.846,0.03,3.606,-0.804,-0.327,8.876,58.059,14.025,10.318,2.541,2.78,1.933,41.201
87.975,88.4025,1.55,15.36,83.843,1.552,13.048,4.559,-0.002,2.312,20.789,0.0,5.345,-0.009,-0.005,10.542,59.044,14.194,10.407,2.597,2.815,1.974,41.822
88.0,87.98,1.725,14.88,83.834,1.553,13.05,4.146,0.172,1.83,17.189,0.03,3.349,0.713,0.315,7.587,60.029,14.363,10.496,2.652,2.85,2.015,42.444
88.025,86.935,1.23,14.0075,83.825,1.553,13.052,3.11,-0.323,0.956,9.672,0.104,0.913,-1.005,-0.309,2.972,61.014,14.532,10.585,2.708,2.885,2.056,43.066
88.05,87.1,1.2525,14.0575,83.816,1.553,13.054,3.284,-0.3,1.003,10.785,0.09,1.007,-0.987,-0.302,3.295,61.998,14.701,10.674,2.763,2.921,2.097,43.686
88.075,87.61,1.275,13.6175,83.808,1.553,13.056,3.802,-0.278,0.562,14.455,0.077,0.315,-1.057,-0.156,2.135,62.982,14.869,10.763,2.819,2.956,2.138,44.307
88.1,87.6675,1.48,13.1575,83.799,1.554,13.058,3.868,-0.074,0.1,14.965,0.005,0.01,-0.286,-0.007,0.385,63.966,15.038,10.851,2.874,2.991,2.179,44.928
88.125,87.89,1.6575,13.2225,83.791,1.554,13.06,4.099,0.103,0.162,16.802,0.011,0.026,0.424,0.017,0.666,64.95,15.206,10.94,2.93,3.026,2.22,45.548
88.15,87.14,2.365,12.5675,83.783,1.554,13.063,3.357,0.811,-0.495,11.269,0.658,0.246,2.723,-0.402,-1.663,65.934,15.374,11.029,2.985,3.06,2.261,46.168
88.175,86.85,2.36,12.4575,83.774,1.554,13.065,3.076,0.806,-0.607,9.462,0.65,0.369,2.479,-0.49,-1.869,66.917,15.543,11.117,3.04,3.095,2.302,46.789
88.2,86.4025,2.8,12.205,83.766,1.555,13.067,2.636,1.245,-0.862,6.951,1.55,0.743,3.282,-1.073,-2.273,67.9,15.711,11.205,3.096,3.13,2.343,47.408
88.225,86.63,3.5525,12.11,83.758,1.555,13.069,2.872,1.998,-0.959,8.248,3.99,0.92,5.737,-1.916,-2.754,68.883,15.878,11.294,3.151,3.165,2.385,48.027
88.25,87.2675,4.1425,11.9175,83.75,1.555,13.071,3.517,2.588,-1.153,12.373,6.695,1.331,9.102,-2.985,-4.057,69.865,16.046,11.382,3.207,3.2,2.426,48.647
88.275,87.1775,4.005,11.5925,83.742,1.555,13.073,3.435,2.45,-1.481,11.803,6.003,2.192,8.417,-3.627,-5.086,70.847,16.214,11.47,3.262,3.235,2.467,49.265
88.3,87.3675,3.76,12.055,83.734,1.556,13.075,3.634,2.204,-1.02,13.202,4.858,1.04,8.008,-2.248,-3.706,71.829,16.381,11.558,3.318,3.27,2.508,49.884
88.325,87.39,3.4375,12.535,83.726,1.556,13.078,3.664,1.881,-0.543,13.425,3.54,0.295,6.894,-1.022,-1.99,72.81,16.548,11.646,3.373,3.304,2.549,50.502
88.35,87.5225,3.4775,12.79,83.718,1.556,13.08,3.804,1.921,-0.29,14.474,3.692,0.084,7.31,-0.557,-1.103,73.791,16.716,11.734,3.429,3.339,2.59,51.12
88.375,87.7175,3.59,13.1925,83.711,1.556,13.082,4.007,2.034,0.111,16.052,4.137,0.012,8.149,0.225,0.443,74.771,16.883,11.821,3.484,3.374,2.631,51.737
