Timezero,U,V,W,U_avg,V_avg,W_avg,U',V',W',U'',V'',W'',U'V',V'W',W'U',U''_Avg,V''_Avg,W''_Avg,U'V'_Avg,V'W'_Avg,W'U'_Avg,TKE
81.525,101.7875,2.825,15.5375,88.892,1.466,12.715,12.895,1.359,2.822,166.294,1.847,7.967,17.525,3.836,36.398,-166.335,-27.125,-11.925,-9.834,-5.837,-6.768,-102.693
81.55,102.2275,2.2875,15.8325,88.861,1.466,12.715,13.367,0.822,3.117,178.663,0.675,9.719,10.981,2.561,41.67,-165.696,-26.996,-11.853,-9.799,-5.81,-6.746,-102.273
81.575,102.03,2.2625,16.1725,88.83,1.466,12.715,13.2,0.797,3.457,174.24,0.634,11.954,10.514,2.754,45.639,-165.055,-26.867,-11.781,-9.765,-5.783,-6.724,-101.852
81.6,101.655,2.305,16.6775,88.799,1.467,12.716,12.856,0.838,3.961,165.277,0.702,15.693,10.773,3.32,50.929,-164.411,-26.737,-11.709,-9.731,-5.755,-6.701,-101.428
81.625,101.015,2.1275,16.54,88.769,1.467,12.716,12.246,0.66,3.824,149.965,0.436,14.623,8.088,2.526,46.829,-163.765,-26.607,-11.637,-9.696,-5.728,-6.679,-101.004
81.65,100.2475,1.645,16.69,88.738,1.468,12.716,11.51,0.177,3.974,132.469,0.031,15.793,2.037,0.703,45.739,-163.115,-26.477,-11.564,-9.661,-5.7,-6.656,-100.578
81.675,99.8575,1.0475,16.7375,88.707,1.468,12.717,11.151,-0.42,4.021,124.334,0.177,16.164,-4.689,-1.691,44.831,-162.464,-26.346,-11.491,-9.627,-5.673,-6.633,-100.15
81.7,99.1325,0.755,16.225,88.677,1.468,12.717,10.455,-0.713,3.508,109.317,0.508,12.306,-7.455,-2.501,36.678,-161.809,-26.215,-11.418,-9.592,-5.645,-6.61,-99.721
81.725,97.495,1.4475,14.49,88.647,1.469,12.717,8.848,-0.022,1.773,78.287,0.0,3.144,-0.19,-0.038,15.688,-161.152,-26.083,-11.345,-9.556,-5.617,-6.587,-99.29
81.75,96.175,1.4425,12.535,88.617,1.469,12.718,7.558,-0.027,-0.183,57.123,0.001,0.033,-0.2,0.005,-1.383,-160.492,-25.952,-11.271,-9.521,-5.589,-6.564,-98.857
81.775,94.9875,1.79,11.4725,88.586,1.469,12.718,6.401,0.321,-1.245,40.979,0.103,1.551,2.055,-0.4,-7.973,-159.83,-25.819,-11.198,-9.485,-5.561,-6.541,-98.424
81.8,93.325,1.5025,10.925,88.556,1.47,12.718,4.769,0.032,-1.793,22.743,0.001,3.215,0.155,-0.058,-8.551,-159.165,-25.686,-11.124,-9.45,-5.533,-6.517,-97.987
81.825,93.625,1.5375,11.65,88.526,1.47,12.719,5.099,0.068,-1.069,26.0,0.005,1.143,0.344,-0.072,-5.451,-158.497,-25.553,-11.05,-9.414,-5.505,-6.494,-97.55
81.85,93.8475,1.7,12.3025,88.497,1.471,12.719,5.35,0.229,-0.416,28.628,0.052,0.173,1.225,-0.095,-2.228,-157.827,-25.42,-10.976,-9.378,-5.477,-6.47,-97.112
81.875,94.125,2.0425,12.755,88.467,1.471,12.72,5.658,0.571,0.035,32.013,0.327,0.001,3.234,0.02,0.198,-157.155,-25.286,-10.901,-9.342,-5.448,-6.447,-96.671
81.9,94.435,2.45,12.94,88.437,1.471,12.72,5.998,0.979,0.22,35.976,0.958,0.048,5.872,0.215,1.32,-156.48,-25.152,-10.827,-9.306,-5.42,-6.423,-96.23
81.925,94.085,2.36,13.295,88.408,1.472,12.72,5.677,0.888,0.575,32.228,0.789,0.331,5.041,0.511,3.264,-155.802,-25.017,-10.752,-9.269,-5.391,-6.399,-95.785
81.95,94.1725,1.3175,13.64,88.378,1.472,12.721,5.794,-0.155,0.919,33.576,0.024,0.845,-0.895,-0.142,5.325,-155.121,-24.882,-10.677,-9.233,-5.363,-6.375,-95.34
81.975,93.905,1.24,13.685,88.349,1.473,12.721,5.556,-0.233,0.964,30.869,0.054,0.929,-1.295,-0.225,5.356,-154.439,-24.747,-10.602,-9.196,-5.334,-6.35,-94.894
82.0,93.7375,1.0175,13.395,88.319,1.473,12.722,5.418,-0.456,0.673,29.36,0.207,0.453,-2.468,-0.307,3.647,-153.753,-24.611,-10.527,-9.159,-5.306,-6.326,-94.445
82.025,94.0925,0.7225,13.0325,88.29,1.473,12.722,5.802,-0.751,0.311,33.669,0.563,0.096,-4.355,-0.233,1.802,-153.065,-24.475,-10.451,-9.122,-5.277,-6.302,-93.995
82.05,94.66,0.195,12.58,88.261,1.474,12.723,6.399,-1.279,-0.143,40.947,1.636,0.02,-8.184,0.183,-0.915,-152.375,-24.338,-10.375,-9.085,-5.248,-6.277,-93.544
82.075,95.665,-0.57,12.735,88.232,1.474,12.723,7.433,-2.044,0.012,55.249,4.178,0.0,-15.193,-0.025,0.089,-151.682,-24.201,-10.299,-9.048,-5.219,-6.252,-93.091
82.1,97.0625,-1.465,13.1075,88.203,1.474,12.723,8.859,-2.939,0.384,78.491,8.638,0.148,-26.038,-1.13,3.406,-150.987,-24.064,-10.223,-9.011,-5.19,-6.228,-92.637
82.125,97.905,-1.63,13.0275,88.174,1.475,12.724,9.731,-3.105,0.303,94.692,9.641,0.092,-30.215,-0.942,2.953,-150.289,-23.926,-10.147,-8.973,-5.161,-6.203,-92.181
82.15,98.63,0.0775,14.175,88.145,1.475,12.724,10.485,-1.398,1.451,109.935,1.953,2.105,-14.653,-2.028,15.214,-149.588,-23.788,-10.071,-8.935,-5.132,-6.178,-91.724
82.175,98.87,1.3275,14.4475,88.117,1.476,12.725,10.753,-0.149,1.723,115.627,0.022,2.967,-1.597,-0.256,18.522,-148.886,-23.65,-9.994,-8.897,-5.103,-6.153,-91.265
82.2,98.905,1.8825,13.9425,88.088,1.476,12.725,10.817,0.407,1.218,117.007,0.165,1.482,4.397,0.495,13.17,-148.18,-23.511,-9.917,-8.859,-5.073,-6.127,-90.804
82.225,98.6725,2.325,13.6575,88.059,1.476,12.726,10.614,0.849,0.931,112.646,0.721,0.868,9.011,0.791,9.886,-147.472,-23.372,-9.84,-8.821,-5.044,-6.102,-90.342
82.25,98.845,2.505,13.965,88.031,1.477,12.727,10.814,1.028,1.238,116.943,1.057,1.533,11.117,1.273,13.388,-146.762,-23.233,-9.763,-8.783,-5.015,-6.077,-89.879
82.275,98.5175,2.55,13.925,88.003,1.477,12.727,10.514,1.073,1.198,110.555,1.151,1.435,11.282,1.285,12.596,-146.05,-23.093,-9.686,-8.745,-4.985,-6.051,-89.415
82.3,98.005,1.79,14.3725,87.974,1.477,12.728,10.031,0.313,1.645,100.621,0.098,2.704,3.14,0.515,16.496,-145.335,-22.953,-9.608,-8.706,-4.956,-6.025,-88.948
82.325,97.36,0.48,14.8,87.946,1.478,12.728,9.414,-0.998,2.072,88.623,0.996,4.293,-9.395,-2.068,19.506,-144.617,-22.812,-9.531,-8.667,-4.926,-5.999,-88.48
82.35,96.445,-0.135,14.71,87.918,1.478,12.729,8.527,-1.613,1.981,72.71,2.602,3.924,-13.754,-3.195,16.892,-143.897,-22.672,-9.453,-8.628,-4.896,-5.974,-88.011
82.375,95.9025,-0.395,14.3925,87.89,1.479,12.729,8.013,-1.874,1.664,64.2,3.512,2.767,-15.015,-3.117,13.329,-143.175,-22.53,-9.375,-8.589,-4.866,-5.947,-87.54
82.4,95.005,-0.2175,14.2575,87.862,1.479,12.73,7.143,-1.697,1.527,51.022,2.878,2.333,-12.118,-2.591,10.911,-142.45,-22.389,-9.297,-8.55,-4.837,-5.921,-87.068
82.425,94.0675,-0.1125,13.5225,87.835,1.479,12.73,6.233,-1.592,0.793,38.844,2.533,0.628,-9.919,-1.261,4.939,-141.723,-22.247,-9.218,-8.511,-4.807,-5.895,-86.594
82.45,93.305,0.055,12.2675,87.807,1.48,12.731,5.498,-1.425,-0.463,30.228,2.031,0.215,-7.835,0.66,-2.548,-140.994,-22.105,-9.14,-8.472,-4.777,-5.869,-86.119
82.475,92.8875,-0.185,12.6025,87.779,1.48,12.732,5.109,-1.665,-0.13,26.097,2.772,0.017,-8.506,0.216,-0.662,-140.262,-21.962,-9.061,-8.432,-4.747,-5.842,-85.642
82.5,93.6575,-0.1825,12.5,87.752,1.48,12.732,5.906,-1.663,-0.232,34.875,2.764,0.054,-9.818,0.386,-1.37,-139.528,-21.819,-8.982,-8.392,-4.716,-5.816,-85.164
82.525,93.5725,0.3775,11.9075,87.724,1.481,12.733,5.849,-1.104,-0.825,34.205,1.218,0.681,-6.454,0.911,-4.828,-138.792,-21.676,-8.903,-8.353,-4.686,-5.789,-84.685
82.55,93.9475,1.065,12.195,87.697,1.481,12.734,6.251,-0.416,-0.539,39.069,0.173,0.291,-2.6,0.224,-3.369,-138.053,-21.532,-8.824,-8.313,-4.656,-5.762,-84.205
82.575,94.41,1.7875,11.835,87.67,1.482,12.734,6.74,0.306,-0.899,45.428,0.093,0.808,2.059,-0.275,-6.059,-137.312,-21.389,-8.745,-8.273,-4.626,-5.735,-83.723
82.6,94.465,2.5025,11.555,87.642,1.482,12.735,6.823,1.02,-1.18,46.553,1.041,1.392,6.963,-1.204,-8.051,-136.569,-21.244,-8.665,-8.232,-4.595,-5.708,-83.239
82.625,95.0425,2.77,11.965,87.615,1.482,12.736,7.428,1.288,-0.771,55.168,1.659,0.594,9.567,-0.993,-5.727,-135.823,-21.1,-8.586,-8.192,-4.565,-5.681,-82.755
82.65,96.2375,2.2375,12.73,87.588,1.483,12.736,8.65,0.754,-0.006,74.814,0.569,0.0,6.526,-0.005,-0.052,-135.075,-20.955,-8.506,-8.152,-4.534,-5.654,-82.268
82.675,96.275,2.24,12.93,87.561,1.483,12.737,8.714,0.757,0.193,75.934,0.573,0.037,6.596,0.146,1.682,-134.325,-20.81,-8.426,-8.111,-4.504,-5.627,-81.78
82.7,97.0775,1.49,13.5275,87.535,1.483,12.738,9.543,0.007,0.79,91.059,0.0,0.623,0.067,0.006,7.534,-133.572,-20.664,-8.346,-8.07,-4.473,-5.599,-81.291
82.725,97.3475,1.0775,13.75,87.508,1.484,12.738,9.84,-0.407,1.012,96.816,0.165,1.024,-4.0,-0.411,9.958,-132.817,-20.518,-8.265,-8.029,-4.442,-5.572,-80.8
82.75,97.31,0.66,14.6525,87.481,1.484,12.739,9.829,-0.824,1.913,96.609,0.679,3.661,-8.099,-1.577,18.808,-132.06,-20.372,-8.185,-7.988,-4.411,-5.544,-80.309
82.775,97.7025,-0.4325,15.06,87.455,1.484,12.74,10.248,-1.917,2.32,105.011,3.673,5.382,-19.639,-4.446,23.774,-131.301,-20.225,-8.104,-7.947,-4.38,-5.516,-79.815
82.8,97.7325,-0.68,15.19,87.428,1.485,12.74,10.305,-2.165,2.45,106.183,4.687,6.002,-22.309,-5.304,25.246,-130.539,-20.079,-8.023,-7.906,-4.35,-5.488,-79.32
82.825,97.125,-0.5825,15.92,87.402,1.485,12.741,9.723,-2.067,3.179,94.537,4.275,10.106,-20.102,-6.573,30.909,-129.776,-19.931,-7.942,-7.864,-4.319,-5.46,-78.825
82.85,96.945,-0.4925,16.455,87.376,1.486,12.742,9.569,-1.978,3.713,91.566,3.914,13.786,-18.932,-7.346,35.53,-129.01,-19.784,-7.861,-7.823,-4.287,-5.432,-78.327
82.875,96.6075,-0.04,16.3175,87.349,1.486,12.743,9.258,-1.526,3.574,85.72,2.329,12.777,-14.128,-5.455,33.095,-128.241,-19.636,-7.78,-7.781,-4.256,-5.404,-77.829
82.9,95.66,0.96,16.18,87.323,1.486,12.743,8.337,-0.526,3.437,69.506,0.277,11.813,-4.385,-1.808,28.654,-127.471,-19.488,-7.699,-7.739,-4.225,-5.376,-77.329
82.925,94.47,2.15,15.3525,87.297,1.487,12.744,7.173,0.663,2.608,51.452,0.44,6.804,4.756,1.729,18.711,-126.698,-19.34,-7.617,-7.697,-4.194,-5.347,-76.827
82.95,94.135,2.7275,14.9375,87.271,1.487,12.745,6.864,1.24,2.193,47.114,1.539,4.807,8.515,2.72,15.049,-125.924,-19.191,-7.535,-7.655,-4.163,-5.319,-76.325
82.975,93.6375,3.395,14.3225,87.246,1.487,12.746,6.392,1.908,1.576,40.851,3.64,2.485,12.195,3.008,10.076,-125.147,-19.042,-7.454,-7.613,-4.131,-5.29,-75.822
83.0,93.01,4.01,14.235,87.22,1.488,12.746,5.79,2.522,1.489,33.524,6.36,2.217,14.602,3.755,8.621,-124.368,-18.892,-7.372,-7.571,-4.1,-5.261,-75.316
83.025,93.1875,4.2475,14.0675,87.194,1.488,12.747,5.993,2.759,1.321,35.922,7.615,1.744,16.539,3.644,7.914,-123.586,-18.743,-7.29,-7.528,-4.068,-5.233,-74.809
83.05,92.8125,3.8475,13.1625,87.169,1.489,12.748,5.644,2.359,0.415,31.849,5.563,0.172,13.31,0.978,2.339,-122.803,-18.593,-7.207,-7.486,-4.037,-5.204,-74.301
83.075,92.6025,2.535,12.185,87.143,1.489,12.749,5.46,1.046,-0.564,29.806,1.094,0.318,5.711,-0.59,-3.079,-122.017,-18.443,-7.125,-7.443,-4.005,-5.175,-73.793
83.1,92.7125,2.66,11.54,87.118,1.489,12.75,5.595,1.171,-1.21,31.298,1.371,1.464,6.551,-1.417,-6.769,-121.23,-18.292,-7.042,-7.4,-3.973,-5.145,-73.282
83.125,92.985,2.82,11.8725,87.093,1.49,12.751,5.892,1.33,-0.878,34.716,1.769,0.772,7.836,-1.168,-5.176,-120.44,-18.141,-6.96,-7.357,-3.942,-5.116,-72.77
83.15,93.735,2.6975,12.375,87.067,1.49,12.751,6.668,1.207,-0.376,44.462,1.458,0.141,8.052,-0.454,-2.507,-119.648,-17.99,-6.877,-7.314,-3.91,-5.087,-72.258
83.175,93.915,2.075,12.9325,87.042,1.49,12.752,6.873,0.585,0.18,47.238,0.342,0.033,4.021,0.106,1.241,-118.854,-17.839,-6.794,-7.271,-3.878,-5.057,-71.743
83.2,94.105,1.11,13.8125,87.017,1.491,12.753,7.088,-0.381,1.059,50.24,0.145,1.123,-2.701,-0.404,7.51,-118.058,-17.687,-6.711,-7.228,-3.846,-5.028,-71.228
83.225,93.885,0.26,14.4125,86.992,1.491,12.754,6.893,-1.231,1.659,47.513,1.515,2.751,-8.485,-2.042,11.432,-117.26,-17.535,-6.627,-7.184,-3.814,-4.998,-70.711
83.25,93.82,-0.3825,14.2575,86.968,1.491,12.755,6.852,-1.874,1.502,46.95,3.51,2.258,-12.837,-2.815,10.295,-116.46,-17.383,-6.544,-7.141,-3.782,-4.969,-70.194
83.275,92.8625,-0.3875,13.0425,86.943,1.492,12.756,5.919,-1.879,0.287,35.04,3.533,0.082,-11.126,-0.538,1.696,-115.658,-17.23,-6.46,-7.097,-3.75,-4.939,-69.674
83.3,92.1175,-0.03,12.3525,86.918,1.492,12.757,5.2,-1.522,-0.405,27.035,2.316,0.164,-7.914,0.616,-2.103,-114.854,-17.077,-6.377,-7.053,-3.718,-4.909,-69.154
83.325,91.3125,0.4525,11.7275,86.894,1.493,12.758,4.418,-1.041,-1.03,19.523,1.083,1.062,-4.597,1.072,-4.553,-114.047,-16.924,-6.293,-7.009,-3.686,-4.879,-68.632
83.35,90.06,0.785,11.175,86.869,1.493,12.758,3.191,-0.708,-1.583,10.182,0.501,2.506,-2.259,1.121,-5.051,-113.239,-16.771,-6.209,-6.965,-3.654,-4.849,-68.109
83.375,88.185,0.645,10.465,86.845,1.493,12.759,1.34,-0.848,-2.294,1.796,0.719,5.262,-1.136,1.945,-3.074,-112.429,-16.617,-6.125,-6.921,-3.621,-4.818,-67.585
83.4,86.645,0.875,10.0275,86.82,1.494,12.76,-0.175,-0.619,-2.732,0.031,0.383,7.467,0.108,1.691,0.478,-111.616,-16.463,-6.041,-6.877,-3.589,-4.788,-67.06
83.425,85.1725,1.6475,8.955,86.796,1.494,12.761,-1.624,0.153,-3.806,2.636,0.024,14.486,-0.249,-0.584,6.179,-110.802,-16.309,-5.956,-6.832,-3.556,-4.758,-66.534
83.45,84.4575,2.495,8.5875,86.772,1.494,12.762,-2.315,1.001,-4.175,5.357,1.002,17.426,-2.317,-4.179,9.662,-109.986,-16.155,-5.872,-6.788,-3.524,-4.727,-66.007
83.475,84.55,3.0,8.5125,86.748,1.495,12.763,-2.198,1.505,-4.251,4.831,2.265,18.067,-3.308,-6.397,9.343,-109.168,-16.0,-5.787,-6.743,-3.491,-4.696,-65.478
83.5,85.495,3.32,8.5925,86.724,1.495,12.764,-1.229,1.825,-4.171,1.51,3.331,17.401,-2.243,-7.613,5.127,-108.348,-15.845,-5.703,-6.698,-3.459,-4.666,-64.948
83.525,86.34,3.2975,9.4875,86.7,1.495,12.765,-0.36,1.802,-3.277,0.13,3.249,10.742,-0.649,-5.908,1.18,-107.525,-15.69,-5.618,-6.653,-3.426,-4.635,-64.416
83.55,87.145,3.095,10.43,86.677,1.496,12.766,0.468,1.599,-2.336,0.219,2.557,5.457,0.748,-3.735,-1.093,-106.701,-15.534,-5.533,-6.608,-3.394,-4.604,-63.884
83.575,88.1875,2.6875,10.6875,86.653,1.496,12.767,1.534,1.192,-2.079,2.355,1.42,4.324,1.828,-2.478,-3.191,-105.875,-15.378,-5.448,-6.563,-3.361,-4.573,-63.35
83.6,88.7,2.0325,11.1375,86.629,1.497,12.768,2.071,0.536,-1.631,4.289,0.287,2.659,1.109,-0.873,-3.377,-105.047,-15.222,-5.363,-6.518,-3.328,-4.542,-62.816
83.625,88.8775,1.5775,11.1275,86.606,1.497,12.769,2.272,0.08,-1.642,5.16,0.006,2.695,0.183,-0.132,-3.729,-104.218,-15.066,-5.277,-6.473,-3.295,-4.511,-62.281
83.65,89.165,1.5025,11.0675,86.583,1.497,12.77,2.582,0.005,-1.702,6.667,0.0,2.899,0.014,-0.009,-4.396,-103.386,-14.909,-5.192,-6.427,-3.262,-4.479,-61.743
83.675,88.885,1.6975,10.775,86.559,1.498,12.771,2.326,0.2,-1.996,5.41,0.04,3.984,0.464,-0.398,-4.643,-102.552,-14.752,-5.106,-6.382,-3.229,-4.448,-61.205
83.7,89.2425,1.885,10.58,86.536,1.498,12.772,2.707,0.387,-2.192,7.325,0.15,4.805,1.047,-0.848,-5.933,-101.717,-14.595,-5.021,-6.336,-3.196,-4.417,-60.666
83.725,88.3375,3.135,10.76,86.513,1.498,12.773,1.825,1.637,-2.013,3.329,2.68,4.052,2.987,-3.295,-3.673,-100.88,-14.438,-4.935,-6.29,-3.163,-4.385,-60.127
83.75,87.705,3.465,10.83,86.49,1.499,12.774,1.215,1.966,-1.944,1.476,3.865,3.779,2.389,-3.822,-2.362,-100.04,-14.28,-4.849,-6.244,-3.13,-4.353,-59.585
83.775,87.36,3.41,10.755,86.467,1.499,12.775,0.893,1.911,-2.02,0.797,3.652,4.08,1.707,-3.86,-1.804,-99.199,-14.123,-4.763,-6.198,-3.097,-4.322,-59.043
83.8,87.435,3.2875,11.33,86.444,1.499,12.776,0.991,1.788,-1.446,0.982,3.199,2.091,1.772,-2.586,-1.433,-98.356,-13.965,-4.677,-6.152,-3.064,-4.29,-58.499
83.825,87.4125,2.8825,12.195,86.421,1.5,12.777,0.991,1.382,-0.582,0.983,1.911,0.339,1.371,-0.805,-0.577,-97.512,-13.806,-4.591,-6.106,-3.031,-4.258,-57.954
83.85,87.44,2.225,12.51,86.399,1.5,12.778,1.041,0.725,-0.268,1.084,0.526,0.072,0.755,-0.194,-0.279,-96.665,-13.648,-4.504,-6.06,-2.997,-4.226,-57.409
83.875,87.4525,1.385,12.27,86.376,1.501,12.779,1.076,-0.116,-0.509,1.159,0.013,0.259,-0.125,0.059,-0.548,-95.817,-13.489,-4.418,-6.013,-2.964,-4.194,-56.862
83.9,86.045,1.195,11.305,86.354,1.501,12.78,-0.309,-0.306,-1.475,0.095,0.094,2.176,0.095,0.451,0.456,-94.967,-13.33,-4.331,-5.967,-2.931,-4.162,-56.314
83.925,85.745,1.1125,10.955,86.331,1.501,12.782,-0.586,-0.388,-1.827,0.343,0.151,3.338,0.228,0.71,1.071,-94.115,-13.171,-4.244,-5.92,-2.897,-4.129,-55.765
83.95,85.73,1.2375,9.995,86.309,1.502,12.783,-0.579,-0.264,-2.788,0.335,0.07,7.773,0.153,0.737,1.614,-93.261,-13.011,-4.158,-5.873,-2.864,-4.097,-55.215
83.975,85.44,1.83,10.1025,86.287,1.502,12.784,-0.847,0.328,-2.682,0.717,0.108,7.19,-0.278,-0.88,2.271,-92.406,-12.852,-4.071,-5.826,-2.83,-4.064,-54.665
84.0,84.9925,2.2725,10.345,86.265,1.502,12.785,-1.272,0.77,-2.44,1.619,0.594,5.954,-0.98,-1.88,3.105,-91.549,-12.692,-3.984,-5.779,-2.797,-4.032,-54.113
84.025,85.3875,2.19,11.5675,86.242,1.503,12.786,-0.855,0.687,-1.218,0.73,0.472,1.485,-0.587,-0.837,1.041,-90.69,-12.532,-3.897,-5.732,-2.763,-3.999,-53.559
84.05,85.69,2.13,12.2075,86.221,1.503,12.787,-0.531,0.627,-0.58,0.282,0.393,0.336,-0.333,-0.363,0.308,-89.829,-12.371,-3.809,-5.685,-2.73,-3.966,-53.004
84.075,86.4675,2.3775,13.0225,86.199,1.503,12.788,0.269,0.875,0.235,0.072,0.765,0.055,0.235,0.205,0.063,-88.967,-12.211,-3.722,-5.638,-2.696,-3.934,-52.45
84.1,87.9725,2.6625,14.115,86.177,1.504,12.789,1.795,1.159,1.326,3.224,1.342,1.758,2.08,1.536,2.381,-88.103,-12.05,-3.635,-5.59,-2.662,-3.901,-51.894
84.125,89.6125,2.7675,14.2575,86.155,1.504,12.791,3.457,1.264,1.466,11.954,1.596,2.151,4.369,1.853,5.07,-87.237,-11.889,-3.547,-5.543,-2.628,-3.868,-51.336
84.15,89.8725,2.9075,14.205,86.134,1.504,12.792,3.739,1.404,1.413,13.976,1.97,1.997,5.247,1.983,5.283,-86.37,-11.727,-3.46,-5.495,-2.595,-3.835,-50.779
84.175,90.5525,2.8575,14.275,86.112,1.505,12.793,4.441,1.353,1.482,19.718,1.829,2.196,6.006,2.004,6.581,-85.501,-11.566,-3.372,-5.448,-2.561,-3.801,-50.22
84.2,91.1875,4.005,13.755,86.091,1.505,12.794,5.097,2.5,0.961,25.974,6.25,0.924,12.741,2.403,4.898,-84.63,-11.404,-3.284,-5.4,-2.527,-3.768,-49.659
84.225,91.39,4.585,13.2,86.069,1.505,12.795,5.321,3.08,0.405,28.313,9.486,0.164,16.389,1.247,2.155,-83.758,-11.242,-3.196,-5.352,-2.493,-3.735,-49.098
84.25,92.1975,4.6975,13.4275,86.048,1.506,12.796,6.15,3.191,0.632,37.816,10.186,0.399,19.626,2.015,3.883,-82.884,-11.08,-3.108,-5.304,-2.459,-3.701,-48.536
84.275,93.69,4.29,13.69,86.027,1.506,12.798,7.663,2.784,0.892,58.722,7.751,0.796,21.334,2.483,6.835,-82.008,-10.918,-3.02,-5.256,-2.425,-3.668,-47.973
84.3,94.7825,3.16,14.2275,86.006,1.507,12.799,8.776,1.653,1.428,77.027,2.732,2.041,14.508,2.361,12.537,-81.131,-10.756,-2.932,-5.208,-2.391,-3.634,-47.41
84.325,95.1775,2.0725,14.685,85.985,1.507,12.8,9.192,0.565,1.885,84.502,0.32,3.553,5.198,1.066,17.328,-80.252,-10.593,-2.844,-5.159,-2.357,-3.601,-46.844
84.35,95.1375,1.4475,14.6775,85.964,1.507,12.801,9.174,-0.059,1.877,84.153,0.004,3.521,-0.546,-0.112,17.214,-79.372,-10.43,-2.755,-5.111,-2.322,-3.567,-46.278
84.375,94.805,1.4675,14.0925,85.943,1.508,12.803,8.862,-0.04,1.289,78.535,0.002,1.663,-0.359,-0.052,11.428,-78.49,-10.267,-2.667,-5.062,-2.288,-3.533,-45.712
84.4,94.3775,1.84,13.745,85.923,1.508,12.804,8.454,0.332,0.941,71.479,0.11,0.885,2.807,0.312,7.956,-77.606,-10.104,-2.578,-5.014,-2.254,-3.499,-45.144
84.425,93.87,2.1525,13.6825,85.902,1.508,12.805,7.968,0.644,0.877,63.489,0.415,0.77,5.135,0.566,6.992,-76.721,-9.94,-2.49,-4.965,-2.22,-3.465,-44.575
84.45,93.4925,2.0975,13.32,85.882,1.509,12.806,7.611,0.589,0.514,57.92,0.346,0.264,4.479,0.302,3.912,-75.834,-9.776,-2.401,-4.916,-2.186,-3.431,-44.005
84.475,93.06,2.0775,13.63,85.861,1.509,12.808,7.199,0.569,0.822,51.826,0.323,0.676,4.093,0.467,5.918,-74.946,-9.613,-2.312,-4.868,-2.151,-3.397,-43.435
84.5,92.63,2.43,13.6075,85.841,1.509,12.809,6.789,0.921,0.799,46.091,0.848,0.638,6.253,0.735,5.421,-74.057,-9.449,-2.223,-4.819,-2.117,-3.363,-42.864
84.525,92.06,2.1925,13.6975,85.821,1.51,12.81,6.239,0.682,0.887,38.925,0.466,0.788,4.258,0.606,5.537,-73.165,-9.284,-2.135,-4.77,-2.082,-3.328,-42.292
84.55,91.9825,1.9925,13.795,85.8,1.51,12.811,6.183,0.482,0.984,38.223,0.233,0.968,2.983,0.475,6.084,-72.273,-9.12,-2.046,-4.72,-2.048,-3.294,-41.72
84.575,92.1425,1.8225,13.6975,85.78,1.51,12.813,6.362,0.312,0.884,40.481,0.098,0.782,1.988,0.276,5.628,-71.378,-8.955,-1.956,-4.671,-2.013,-3.259,-41.145
84.6,91.9375,2.27,12.8925,85.76,1.511,12.814,6.177,0.759,0.079,38.162,0.576,0.006,4.689,0.06,0.485,-70.483,-8.791,-1.867,-4.622,-1.979,-3.225,-40.571
84.625,91.7875,2.7475,12.65,85.74,1.511,12.815,6.047,1.237,-0.165,36.572,1.529,0.027,7.478,-0.204,-0.998,-69.585,-8.626,-1.778,-4.572,-1.944,-3.19,-39.995
84.65,91.0375,3.04,11.695,85.721,1.511,12.817,5.316,1.529,-1.122,28.265,2.338,1.259,8.129,-1.716,-5.965,-68.687,-8.461,-1.689,-4.523,-1.91,-3.156,-39.418
84.675,89.6025,2.86,11.13,85.701,1.512,12.818,3.902,1.348,-1.688,15.222,1.817,2.849,5.259,-2.275,-6.586,-67.787,-8.295,-1.599,-4.473,-1.875,-3.121,-38.841
84.7,88.6275,2.47,11.105,85.681,1.512,12.819,2.947,0.958,-1.714,8.682,0.918,2.938,2.823,-1.642,-5.05,-66.885,-8.13,-1.51,-4.424,-1.841,-3.086,-38.263
84.725,88.4475,1.9175,11.18,85.662,1.512,12.821,2.785,0.405,-1.641,7.759,0.164,2.693,1.13,-0.665,-4.571,-65.982,-7.964,-1.42,-4.374,-1.806,-3.051,-37.683
84.75,88.1075,1.49,11.0125,85.642,1.513,12.822,2.466,-0.023,-1.809,6.079,0.001,3.274,-0.057,0.042,-4.461,-65.078,-7.798,-1.331,-4.324,-1.771,-3.016,-37.104
84.775,88.2125,0.9275,11.0,85.623,1.513,12.823,2.59,-0.585,-1.823,6.706,0.343,3.323,-1.516,1.067,-4.721,-64.172,-7.632,-1.241,-4.274,-1.736,-2.981,-36.523
84.8,89.1,1.54,11.6125,85.604,1.513,12.825,3.496,0.027,-1.212,12.222,0.001,1.47,0.094,-0.033,-4.239,-63.265,-7.466,-1.151,-4.224,-1.702,-2.946,-35.941
84.825,89.4475,1.635,11.835,85.584,1.514,12.826,3.864,0.121,-0.991,14.927,0.015,0.982,0.467,-0.12,-3.829,-62.356,-7.3,-1.061,-4.174,-1.667,-2.91,-35.359
84.85,89.58,1.3875,11.6875,85.565,1.514,12.827,4.015,-0.127,-1.139,16.12,0.016,1.298,-0.508,0.144,-4.575,-61.446,-7.134,-0.971,-4.124,-1.632,-2.875,-34.776
84.875,89.6525,1.105,11.715,85.546,1.515,12.829,4.106,-0.41,-1.114,16.863,0.168,1.241,-1.684,0.457,-4.575,-60.535,-6.967,-0.881,-4.074,-1.597,-2.84,-34.191
