t,u,v,w,backup_u,backup_v,backup_w,snr_u,snr_v,snr_w,cor_u,cor_v,cor_w
228.78,0.429,-0.1096,0.0014,0.4233,0.2385,-0.0027,18.1,20.1,20.5,78.5,73.0,86.0
228.79,0.429,-0.1096,-0.003,0.4613,0.203,-0.003,17.9,18.7,20.5,78.5,73.0,95.0
228.8,0.429,-0.1096,-0.0135,0.4849,0.009,-0.0135,18.4,20.4,19.0,78.5,73.0,81.0
228.81,0.429,-0.1096,-0.032,0.4125,0.1516,-0.0406,18.9,15.9,18.8,78.5,73.0,82.5
228.82,0.3777,-0.1096,-0.0506,0.3777,-0.0454,-0.0506,18.6,16.8,21.2,81.0,73.0,84.0
228.83,0.3236,-0.1096,-0.0501,0.3653,0.1383,-0.0501,19.3,19.9,17.8,78.5,73.0,80.0
228.84,0.3236,-0.1096,-0.054,0.4299,-0.15,-0.054,18.6,16.0,19.0,78.5,73.0,81.0
228.85,0.3236,-0.1096,-0.044,0.5136,0.0213,-0.0174,17.2,18.2,17.95,78.5,73.0,82.5
228.86,0.3236,-0.11,-0.0341,0.4109,0.3114,-0.0496,16.8,18.05,16.9,78.5,73.0,82.5
228.87,0.3236,-0.1096,-0.0341,0.4103,0.1252,-0.0467,18.6,17.9,17.9,78.5,73.0,82.5
228.88,0.3236,-0.1096,-0.0341,0.2263,0.2355,-0.0741,18.2,19.2,17.4,78.5,73.0,82.5
228.89,0.3236,-0.1096,-0.0142,0.4936,-0.0864,-0.0142,16.7,16.9,21.7,78.5,73.0,84.0
228.9,0.3236,-0.1096,-0.0177,0.4739,-0.0929,-0.0177,16.5,18.2,19.7,78.5,73.0,77.0
228.91,0.3236,-0.11,-0.0377,0.347,-0.0206,-0.0509,16.1,17.8,18.5,78.5,73.0,74.0
228.92,0.3236,-0.11,-0.0377,0.476,0.1726,0.0123,17.8,17.8,17.2,78.5,73.0,74.0
228.93,0.2695,-0.1096,-0.0577,0.2695,0.02,-0.0577,19.6,17.4,21.0,76.0,73.0,71.0
228.94,0.3525,-0.1096,-0.0751,0.2516,0.0526,-0.0751,17.5,16.1,18.0,74.0,73.0,75.0
228.95,0.3525,-0.1096,-0.0368,0.5125,0.2759,0.0178,19.2,18.4,19.3,74.0,73.0,76.0
228.96,0.3525,-0.11,0.0015,0.5502,0.1942,0.0015,19.5,17.4,18.3,74.0,73.0,77.0
228.97,0.3525,-0.1096,0.025,0.4869,0.0682,0.014,20.8,16.4,17.7,74.0,73.0,77.5
228.98,0.3525,-0.1096,0.0486,0.7177,0.0411,0.0486,16.0,15.3,18.7,74.0,73.0,78.0
228.99,0.3525,-0.11,0.0293,0.4138,-0.0463,-0.018,16.7,15.6,16.4,74.0,73.0,75.0
229.0,0.3525,-0.1096,0.0293,0.3733,-0.098,-0.0173,18.4,15.9,16.8,74.0,73.0,75.0
229.01,0.4355,-0.0542,0.01,0.4355,-0.0542,0.01,17.4,21.9,18.4,72.0,76.0,72.0
229.02,0.4456,-0.1126,-0.003,0.3745,-0.2708,-0.0141,17.0,20.9,17.75,73.5,70.0,73.5
229.03,0.4456,-0.171,-0.0152,0.3896,0.2332,-0.0152,18.4,20.2,17.1,73.5,71.0,75.0
229.04,0.4456,-0.121,-0.0266,0.3586,-0.0478,-0.0266,20.8,19.5,21.1,73.5,71.0,82.0
229.05,0.4456,-0.071,-0.0099,0.4162,0.0552,-0.0099,17.9,20.4,18.9,73.5,71.0,74.0
229.06,0.4456,-0.071,-0.0122,0.4488,0.0223,-0.0122,17.5,19.5,20.3,73.5,71.0,75.0
229.07,0.4456,-0.071,-0.0078,0.4565,-0.0405,-0.0078,19.4,22.1,17.8,73.5,71.0,72.0
229.08,0.4456,0.0066,0.0262,0.6365,0.1156,0.0529,15.4,21.0,17.3,73.5,71.0,72.5
229.09,0.4558,0.0066,0.026,0.4558,0.1288,-0.0457,17.9,19.9,18.4,75.0,72.0,72.5
229.1,0.4231,0.0842,0.0262,0.4231,0.0465,-0.0148,18.6,16.4,19.5,75.0,75.0,72.5
229.11,0.3629,0.0842,0.0262,0.318,0.1039,-0.0227,18.0,17.7,19.1,80.0,75.0,72.5
229.12,0.3026,0.0397,0.0262,0.3693,0.0397,-0.0237,18.1,21.7,17.9,77.5,78.0,72.5
229.13,0.2873,-0.0034,0.026,0.2873,0.0829,0.0306,18.2,21.1,16.6,75.0,76.0,72.5
229.14,0.342,-0.0034,0.026,0.613,0.2103,-0.0328,17.25,17.1,16.6,71.0,76.0,72.5
229.15,0.342,-0.025,0.0262,0.4217,-0.0905,0.0434,17.25,17.1,15.3,89.0,76.0,72.5
229.16,0.3968,-0.0465,0.0262,0.4376,-0.0465,0.0425,16.3,17.1,15.6,80.5,74.0,72.5
229.17,0.3968,-0.013,0.0262,0.4336,0.2009,0.0402,16.7,16.8,17.8,80.5,77.0,72.5
229.18,0.3968,-0.013,0.0603,0.6936,0.2797,0.0603,17.1,16.8,17.7,80.5,77.0,73.0
229.19,0.3968,0.021,-0.0035,0.4045,-0.2578,-0.0035,16.4,16.5,15.7,80.5,77.0,84.0
229.2,0.3968,0.021,-0.0038,0.5243,-0.1002,0.0314,17.7,16.5,16.8,80.5,77.0,81.0
229.21,0.3968,0.021,-0.0038,0.3182,0.0653,-0.0045,19.2,18.4,19.3,80.5,77.0,81.0
229.22,0.3968,0.021,-0.0038,0.4347,-0.1607,0.0122,19.7,15.6,17.4,80.5,77.0,81.0
229.23,0.3718,0.021,-0.0038,0.3718,0.2303,0.0104,17.1,17.75,17.1,72.0,77.0,81.0
229.24,0.4281,0.021,-0.0042,0.4281,-0.126,-0.0042,17.3,19.9,19.8,74.0,77.0,78.0
229.25,0.3789,0.021,-0.0081,0.4623,-0.0431,-0.0081,20.4,18.8,18.2,73.0,77.0,71.0
229.26,0.3297,0.021,-0.001,0.3225,-0.2965,-0.0223,16.3,15.1,18.65,73.0,77.0,75.0
229.27,0.3297,0.021,0.0057,0.5152,-0.0311,0.0535,17.5,18.1,19.1,73.0,77.0,75.0
229.28,0.3297,0.021,0.0194,0.4341,-0.0013,0.0194,19.8,19.9,18.7,73.0,77.0,79.0
229.29,0.3297,0.021,0.0128,0.507,-0.3105,0.0128,19.1,18.0,20.4,73.0,77.0,86.0
229.3,0.3297,0.049,0.008,0.4197,-0.0008,-0.0176,16.6,20.7,20.8,73.0,77.0,88.5
229.31,0.3297,0.049,0.0022,0.4106,0.0884,-0.0156,16.8,20.7,21.2,73.0,80.0,88.5
229.32,0.3297,0.0765,-0.0084,0.4522,0.0765,-0.0084,19.8,23.4,22.2,73.0,95.0,91.0
229.33,0.3297,0.0103,-0.0139,0.5168,0.1077,-0.0139,19.5,17.2,15.9,73.0,87.0,70.0
229.34,0.3297,0.01,-0.0805,0.174,-0.006,-0.0805,17.1,16.6,17.0,73.0,87.0,70.0
229.35,0.3297,0.0103,-0.0549,0.3713,0.014,-0.0317,15.8,16.0,18.4,73.0,87.0,74.0
229.36,0.3273,0.0103,-0.0549,0.2313,0.0736,-0.0524,15.6,18.2,15.0,72.0,87.0,74.0
229.37,0.3248,0.01,-0.0293,0.361,0.2204,-0.0293,16.1,17.75,18.4,75.5,87.0,78.0
229.38,0.3248,0.01,-0.023,0.4809,0.1797,-0.0027,16.8,17.75,17.9,75.5,87.0,82.0
229.39,0.3248,0.01,-0.023,0.4396,0.0916,-0.0085,17.1,17.75,17.9,75.5,87.0,82.0
229.4,0.3248,0.01,-0.023,0.6269,-0.2337,0.0166,15.4,17.75,17.9,75.5,87.0,82.0
229.41,0.3248,0.01,-0.0174,0.496,0.2782,-0.0046,18.2,17.75,17.4,75.5,87.0,82.0
229.42,0.325,0.0103,-0.0054,0.4908,-0.2304,-0.0054,17.95,17.3,19.4,75.5,87.0,86.0
229.43,0.3248,0.0103,-0.035,0.4226,-0.0668,-0.035,17.7,22.1,23.2,75.5,87.0,95.0
229.44,0.3248,0.0103,-0.0481,0.3975,-0.0305,-0.0279,21.2,22.4,19.6,75.5,87.0,92.0
229.45,0.3248,-0.0558,-0.0612,0.3876,-0.0558,-0.0612,18.7,22.7,23.5,75.5,79.0,89.0
229.46,0.4184,-0.0135,-0.0427,0.4184,-0.0071,-0.0427,21.9,20.8,20.3,79.0,76.5,91.0
229.47,0.3859,0.0289,-0.0531,0.2929,0.0289,-0.02,17.3,19.6,19.3,75.0,74.0,81.0
229.48,0.37,0.0508,-0.0635,0.3525,0.1361,-0.0635,17.15,17.5,15.9,75.0,72.0,71.0
229.49,0.37,0.0728,-0.0336,0.3797,-0.0253,-0.065,17.15,20.1,16.7,75.0,78.0,72.0
229.5,0.3534,0.0728,-0.019,0.3534,-0.3733,-0.0421,17.0,16.7,17.65,71.0,78.0,72.0
229.51,0.354,0.0728,-0.0036,0.4239,0.212,-0.0036,17.45,18.7,18.6,70.5,78.0,73.0
229.52,0.3543,0.0095,0.0029,0.3543,0.0095,0.0029,17.9,19.6,21.0,70.0,84.0,92.0
229.53,0.353,-0.0313,-0.0206,0.477,0.0138,0.0023,19.4,17.1,15.8,78.5,83.5,82.0
229.54,0.353,-0.0313,-0.0206,0.457,0.2805,0.0071,17.2,17.9,20.2,78.5,83.5,82.0
229.55,0.382,-0.0721,-0.0206,0.3516,-0.0721,0.0066,17.1,22.5,17.0,87.0,83.0,82.0
229.56,0.4113,-0.049,-0.0206,0.4113,-0.1,0.0187,17.0,20.2,16.7,80.0,80.5,82.0
229.57,0.4414,-0.0258,-0.0206,0.4705,0.1398,-0.0323,17.8,17.9,18.5,78.0,80.5,82.0
229.58,0.4414,-0.026,-0.0206,0.6134,0.0144,-0.0379,17.3,17.75,17.4,78.0,80.5,82.0
229.59,0.4414,-0.0258,-0.044,0.3762,0.1077,-0.044,17.3,17.6,19.6,78.0,80.5,72.0
229.6,0.4414,-0.0258,-0.0352,0.3317,-0.2482,-0.0176,20.4,18.8,17.6,78.0,80.5,78.0
229.61,0.4715,-0.0258,-0.0263,0.4715,-0.0127,-0.0263,17.4,20.2,21.0,76.0,80.5,84.0
229.62,0.4616,-0.0258,-0.0373,0.4616,0.0466,-0.0373,20.0,20.8,19.3,84.0,80.5,71.0
229.63,0.4484,0.0204,-0.0561,0.3021,0.0204,-0.0561,16.1,21.2,21.3,77.0,78.0,74.0
229.64,0.4484,0.0358,-0.0575,0.5714,-0.2299,0.0284,18.3,18.6,16.4,77.0,81.5,75.5
229.65,0.448,0.036,-0.0575,0.4813,-0.0232,-0.0128,19.15,18.75,17.0,77.0,81.5,75.5
229.66,0.4484,0.0358,-0.0575,0.4006,-0.0093,-0.0451,20.0,18.9,16.1,77.0,81.5,75.5
229.67,0.4484,0.0358,-0.0575,0.3861,0.008,-0.0459,16.2,15.6,19.7,77.0,81.5,75.5
229.68,0.4352,0.0358,-0.0589,0.4352,-0.0317,-0.0589,17.7,19.7,18.1,70.0,81.5,77.0
229.69,0.4342,0.0513,-0.0604,0.4067,0.0513,-0.0604,17.7,23.1,22.5,74.5,85.0,89.0
229.7,0.4331,0.0634,-0.0515,0.4331,0.1715,-0.0512,19.2,18.9,16.3,79.0,82.5,83.5
229.71,0.4423,0.0634,-0.0426,0.4423,0.1083,-0.0426,18.1,16.0,19.7,80.0,82.5,78.0
229.72,0.4186,0.0634,-0.0494,0.4186,-0.0108,-0.0494,15.9,17.7,17.9,75.0,82.5,86.0
229.73,0.4003,0.0634,-0.0446,0.4144,0.0036,-0.0577,19.1,21.6,18.9,73.0,82.5,90.5
229.74,0.4003,0.0634,-0.0399,0.398,0.206,-0.0399,17.9,16.3,22.0,73.0,82.5,95.0
229.75,0.382,0.0634,-0.0261,0.382,-0.143,-0.0261,19.9,16.3,18.4,71.0,82.5,80.0
229.76,0.377,0.063,0.0152,0.5351,0.2908,0.0152,17.7,18.05,19.9,79.5,82.5,92.0
229.77,0.377,0.063,0.0227,0.5256,-0.3466,0.0227,15.1,18.05,16.4,79.5,82.5,70.0
229.78,0.372,0.0634,0.0073,0.372,-0.0559,0.0073,18.5,19.8,18.0,88.0,82.5,90.0
229.79,0.412,0.0634,0.0043,0.3692,0.0628,0.0043,19.9,19.2,19.5,81.5,82.5,70.0
229.8,0.412,0.0755,-0.0003,0.3696,0.0755,-0.0003,18.7,22.3,19.1,81.5,80.0,73.0
229.81,0.412,0.137,0.0126,0.515,0.0734,0.0313,18.4,19.15,15.2,81.5,75.0,79.5
229.82,0.452,0.1985,0.0126,0.452,0.2156,0.0046,18.5,16.0,18.0,75.0,75.0,79.5
229.83,0.4608,0.198,0.0126,0.5924,-0.2217,0.0349,17.8,17.2,17.4,75.0,75.0,79.5
229.84,0.4608,0.1985,0.0126,0.6558,0.1114,0.0596,16.0,18.4,16.7,75.0,75.0,79.5
229.85,0.4608,0.1985,0.013,0.5762,0.0852,0.0344,19.5,17.8,16.75,75.0,75.0,79.5
229.86,0.4608,0.1985,0.0126,0.311,0.101,-0.0042,15.1,15.8,16.8,75.0,75.0,79.5
229.87,0.4608,0.1985,0.0126,0.5174,-0.2767,0.0433,17.1,18.2,16.6,75.0,75.0,79.5
229.88,0.4608,0.1985,0.0255,0.4957,-0.0449,0.0255,16.0,17.5,18.7,75.0,75.0,86.0
229.89,0.4696,0.1985,-0.0102,0.4696,0.0868,0.0017,19.6,22.0,19.3,75.0,75.0,79.5
229.9,0.4496,0.198,-0.0102,0.3259,0.0794,-0.0202,18.2,18.9,19.0,72.5,75.0,79.5
229.91,0.4496,0.198,-0.0102,0.4751,0.4498,0.0277,15.9,18.9,18.9,72.5,75.0,79.5
229.92,0.4496,0.1985,-0.01,0.3984,-0.1114,0.0819,15.9,15.8,17.5,72.5,75.0,79.5
229.93,0.4496,0.1985,-0.0102,0.3077,0.0563,-0.0359,17.2,16.0,16.1,72.5,75.0,79.5
229.94,0.44,0.1985,-0.0459,0.2833,-0.0535,-0.0459,17.15,16.3,19.7,72.5,75.0,73.0
229.95,0.4296,0.198,-0.0398,0.4296,-0.1268,-0.0344,17.1,16.75,19.3,70.0,75.0,74.5
229.96,0.4358,0.1985,-0.0398,0.5174,-0.043,-0.0093,20.8,17.2,16.3,71.0,75.0,74.5
229.97,0.4358,0.1985,-0.037,0.3054,0.0271,-0.0141,17.4,20.1,17.0,71.0,75.0,74.5
229.98,0.414,0.198,-0.0337,0.442,0.1289,-0.0337,17.85,18.2,17.7,72.0,75.0,76.0
229.99,0.3917,0.1985,-0.0223,0.3917,-0.0665,-0.0223,18.3,16.3,19.4,71.0,75.0,71.0
230.0,0.4088,0.1985,0.0014,0.329,0.2739,-0.033,16.9,16.6,18.8,76.5,75.0,71.0
230.01,0.4088,0.1985,0.025,0.5411,0.0463,0.025,19.1,15.4,16.7,76.5,75.0,71.0
230.02,0.4088,0.1985,0.0159,0.1845,-0.1277,-0.0667,17.5,18.2,17.7,76.5,75.0,78.0
230.03,0.4088,0.1985,0.0068,0.4766,0.2642,0.0068,16.8,15.2,20.7,76.5,75.0,85.0
230.04,0.4088,0.1985,-0.0014,0.3575,-0.0512,-0.0014,21.8,19.7,17.6,76.5,75.0,73.0
230.05,0.409,0.1985,-0.0071,0.445,0.0059,-0.0071,20.35,20.4,21.7,76.5,75.0,70.0
230.06,0.4088,0.1985,-0.0177,0.4219,0.0383,-0.0177,18.9,22.1,22.6,76.5,75.0,96.0
230.07,0.4088,0.1985,-0.0174,0.3784,0.1049,-0.0384,21.4,19.6,16.2,76.5,75.0,86.5
230.08,0.4088,0.198,-0.0174,0.3585,0.1968,-0.0673,15.9,20.0,17.0,76.5,75.0,86.5
230.09,0.4088,0.1985,-0.017,0.3824,0.1979,-0.0369,17.4,20.4,18.15,76.5,75.0,86.5
230.1,0.4088,0.2308,-0.0174,0.2059,0.3215,-0.0479,18.4,18.1,19.3,76.5,70.0,86.5
230.11,0.4088,0.263,-0.0174,0.4494,0.0092,0.0022,16.7,16.95,18.3,76.5,78.0,86.5
230.12,0.4259,0.205,-0.017,0.4259,0.2644,-0.017,17.2,15.8,16.8,82.0,78.0,77.0
230.13,0.4331,0.205,-0.0258,0.4331,-0.1651,-0.0327,18.9,18.4,21.5,81.0,78.0,81.0
230.14,0.3961,0.205,-0.0258,0.3403,-0.091,-0.0347,18.7,21.2,18.6,78.5,78.0,81.0
230.15,0.3591,0.205,-0.0258,0.3591,0.094,-0.0486,17.2,18.8,16.4,76.0,78.0,81.0
230.16,0.3581,0.205,-0.0346,0.4135,0.0074,-0.0346,17.0,16.4,20.5,76.0,78.0,85.0
230.17,0.3571,0.205,-0.0458,0.3571,0.0739,-0.0458,22.2,21.3,20.3,76.0,78.0,76.0
230.18,0.3476,0.205,-0.0402,0.353,0.3175,-0.0402,18.2,20.8,22.8,75.0,78.0,87.0
230.19,0.3476,0.1085,-0.0225,0.4171,0.0886,-0.0225,17.2,22.9,20.6,75.0,86.0,81.0
230.2,0.3382,0.012,-0.0482,0.3382,0.045,-0.03,17.5,17.7,19.7,74.0,80.0,81.5
230.21,0.4015,0.012,-0.0738,0.1068,0.007,-0.0738,17.0,18.6,18.2,72.5,80.0,82.0
230.22,0.4015,0.012,0.0078,0.4665,-0.0274,0.0078,20.2,21.7,20.9,72.5,80.0,90.0
230.23,0.4015,-0.0647,0.0099,0.4929,-0.0647,0.0099,16.7,22.2,18.4,72.5,74.0,76.0
230.24,0.4015,0.0254,0.0238,0.4351,0.0254,0.0238,19.4,21.2,23.0,72.5,76.0,74.0
230.25,0.4015,-0.0037,0.0211,0.4977,-0.3378,0.0172,21.3,19.2,16.2,72.5,76.0,75.5
230.26,0.4015,-0.0037,0.0184,0.5292,-0.2167,0.0184,17.5,15.8,18.7,72.5,76.0,77.0
230.27,0.4015,-0.0037,0.0073,0.4964,0.3504,0.0073,17.8,18.0,20.8,72.5,76.0,89.0
230.28,0.4649,-0.0037,0.001,0.4649,0.2387,0.001,20.7,22.6,19.8,71.0,76.0,71.0
230.29,0.4414,-0.0037,0.0141,0.4414,0.2089,0.0025,19.8,16.9,16.8,77.0,76.0,79.5
230.3,0.4174,-0.0037,0.0272,0.6882,0.1284,0.0272,19.2,18.6,21.1,74.0,76.0,88.0
230.31,0.4174,-0.0037,-0.0683,0.4625,0.1755,-0.0683,19.0,21.0,20.8,74.0,76.0,84.0
230.32,0.3934,-0.0037,-0.057,0.3934,0.0878,-0.057,16.2,19.4,21.9,71.0,76.0,89.0
230.33,0.4762,-0.0037,-0.0498,0.4762,-0.0151,-0.0498,21.9,22.3,22.0,76.0,76.0,91.0
230.34,0.5013,-0.0327,-0.0419,0.391,-0.0327,-0.0574,21.4,23.5,21.6,80.5,76.0,87.0
230.35,0.5264,-0.0004,-0.042,0.5264,0.1684,-0.0934,19.4,16.9,18.3,85.0,76.0,87.0
230.36,0.4788,-0.0004,-0.0419,0.3179,0.0022,-0.0418,15.7,15.8,15.0,80.5,76.0,87.0
230.37,0.4788,-0.0004,-0.034,0.4085,0.1563,-0.034,17.4,19.6,17.9,80.5,76.0,83.0
230.38,0.4311,-0.0004,-0.0434,0.4311,0.0784,-0.0434,19.6,20.7,20.2,76.0,76.0,85.0
230.39,0.4824,-0.0004,-0.0476,0.4319,-0.0342,-0.0476,20.4,15.8,15.7,74.0,76.0,73.0
230.4,0.4824,-0.0004,-0.0506,0.3375,0.017,-0.0506,15.0,15.6,18.6,74.0,76.0,79.0
230.41,0.5337,-0.0004,-0.0019,0.5337,0.0695,-0.0019,19.2,19.9,22.3,72.0,76.0,91.0
230.42,0.5072,-0.0004,0.01,0.2469,-0.0277,0.0335,19.6,16.4,20.55,86.0,76.0,84.5
230.43,0.4806,-0.0004,0.0209,0.4987,0.0458,0.0209,17.6,17.2,18.8,78.5,76.0,78.0
230.44,0.4806,-0.0004,-0.0157,0.549,0.2647,0.0214,17.2,19.1,15.8,78.5,76.0,76.5
230.45,0.4806,-0.0004,-0.0523,0.4239,0.0661,-0.0523,16.2,15.1,15.6,78.5,76.0,75.0
230.46,0.4806,-0.0004,-0.0106,0.4564,0.0591,0.0132,18.9,19.5,20.1,78.5,76.0,82.0
230.47,0.4806,-0.0004,-0.0106,0.5159,0.027,0.0744,16.8,19.1,18.3,78.5,76.0,82.0
230.48,0.4806,-0.0,-0.0106,0.379,-0.0081,0.0782,15.4,18.5,16.8,78.5,76.0,82.0
230.49,0.481,-0.0004,-0.011,0.4175,0.2241,0.0405,16.05,17.9,16.3,78.5,76.0,82.0
230.5,0.4806,-0.0004,-0.011,0.2661,0.0166,-0.0349,16.7,17.9,16.3,78.5,76.0,82.0
230.51,0.5582,-0.0004,-0.0106,0.7144,-0.2067,0.0689,15.4,15.9,15.8,71.0,76.0,82.0
230.52,0.6359,-0.0004,-0.0106,0.4714,0.0983,-0.0027,18.4,19.8,15.2,72.5,76.0,82.0
230.53,0.5574,-0.0,0.031,0.612,-0.0106,0.031,17.2,17.7,17.9,72.5,76.0,89.0
230.54,0.5574,-0.0004,0.0194,0.4499,0.146,-0.0358,19.1,15.6,15.9,72.5,76.0,84.0
230.55,0.5574,-0.0,0.0194,0.4327,0.1469,0.0132,17.3,16.85,16.1,72.5,76.0,84.0
230.56,0.557,-0.0004,0.0077,0.482,-0.1321,0.0077,16.8,18.1,17.4,72.5,76.0,79.0
230.57,0.5574,0.0319,0.0101,0.5198,0.0319,0.0101,16.3,19.6,19.7,72.5,76.0,81.0
230.58,0.5574,-0.0604,-0.0555,0.4895,0.061,-0.0349,19.8,18.8,16.4,72.5,76.0,84.0
230.59,0.557,-0.06,-0.1211,0.0508,0.1389,-0.1211,17.9,19.1,18.7,72.5,76.0,87.0
230.6,0.5574,-0.0604,-0.0693,0.3013,-0.0432,-0.0548,16.0,19.4,21.8,72.5,76.0,91.0
230.61,0.5574,-0.0604,-0.0175,0.4958,0.0993,-0.0175,18.0,16.0,21.3,72.5,76.0,95.0
230.62,0.4938,-0.0604,-0.012,0.4005,-0.0728,0.0018,17.2,17.8,20.55,74.0,76.0,86.0
230.63,0.4302,-0.0604,-0.0069,0.4924,0.1205,-0.0069,17.9,18.3,19.8,76.0,76.0,77.0
230.64,0.4599,-0.107,-0.0204,0.4599,0.0481,-0.0503,19.8,17.5,16.2,78.0,76.0,83.0
230.65,0.4084,-0.107,-0.0204,0.6125,0.1287,0.0372,16.4,17.5,15.8,77.0,76.0,83.0
230.66,0.4084,-0.1528,-0.0204,0.3846,-0.1528,-0.0102,18.3,16.7,17.8,77.0,76.0,83.0
230.67,0.3568,-0.0774,-0.02,0.3568,-0.0849,-0.0355,19.5,17.2,20.45,76.0,80.0,83.0
230.68,0.4272,-0.0774,-0.0204,0.3613,-0.0439,-0.0463,19.1,22.7,23.1,74.0,80.0,83.0
230.69,0.4272,-0.0021,-0.0339,0.4572,-0.0021,-0.0339,17.8,21.5,19.2,74.0,84.0,89.0
230.7,0.4975,-0.012,-0.0311,0.4975,0.1683,-0.0311,18.4,21.95,21.6,72.0,78.0,85.0
230.71,0.4415,-0.0212,-0.0415,0.4574,0.0473,-0.0415,20.9,22.4,20.6,75.5,78.0,73.0
230.72,0.4415,-0.0212,-0.041,0.4182,0.0805,-0.0492,19.4,17.7,18.4,75.5,78.0,76.5
230.73,0.4415,-0.0212,-0.0412,0.4316,-0.0434,-0.0272,17.4,18.9,16.2,75.5,78.0,76.5
230.74,0.4415,-0.0212,-0.041,0.4441,-0.0571,-0.041,17.0,15.9,19.4,75.5,78.0,80.0
230.75,0.4415,-0.0212,-0.0481,0.4218,-0.0162,-0.0481,18.4,15.1,18.0,75.5,78.0,75.0
230.76,0.4415,-0.0402,-0.0303,0.4765,-0.0402,-0.0303,19.3,21.0,19.8,75.5,72.0,74.0
230.77,0.4415,-0.028,-0.0701,0.3255,0.2152,-0.0701,17.1,19.15,17.9,75.5,76.0,70.0
230.78,0.3855,-0.015,-0.041,0.3855,0.0008,-0.041,17.2,17.3,16.4,79.0,76.0,81.0
230.79,0.394,-0.015,0.0062,0.5337,-0.004,0.0062,16.7,19.2,16.1,78.0,76.0,74.0
230.8,0.4022,-0.015,-0.026,0.4022,0.0603,-0.026,16.2,16.6,21.1,77.0,76.0,91.0
230.81,0.392,-0.015,-0.0095,0.4989,0.0766,-0.0116,20.3,16.0,16.8,75.5,76.0,86.5
230.82,0.392,-0.002,-0.0095,0.3239,0.1319,-0.0307,18.1,17.75,16.8,75.5,76.0,86.5
230.83,0.392,0.0103,0.007,0.5426,0.0103,0.007,17.3,19.5,21.6,75.5,80.0,82.0
230.84,0.392,0.0923,-0.018,0.5171,0.2383,-0.0259,17.8,22.1,20.0,75.5,77.0,82.5
230.85,0.3819,0.1743,-0.0433,0.3819,0.0814,-0.0433,16.8,17.0,18.4,74.0,74.0,83.0
230.86,0.4334,0.1102,-0.0156,0.5079,-0.0161,-0.0156,19.1,21.6,18.7,74.0,74.0,89.0
230.87,0.4334,0.1102,-0.0184,0.4591,0.023,-0.0184,20.4,18.7,20.5,74.0,74.0,83.0
230.88,0.485,0.1102,-0.0336,0.485,-0.0618,-0.0336,20.9,21.2,17.4,74.0,74.0,71.0
230.89,0.4637,0.1102,-0.0231,0.3967,0.208,-0.0231,18.8,16.5,18.4,73.5,74.0,85.0
230.9,0.4424,0.0662,-0.0249,0.4424,-0.0178,-0.0249,20.4,22.6,22.5,73.0,71.0,91.0
230.91,0.4308,0.0221,-0.0269,0.3911,0.0221,-0.026,17.8,22.7,16.1,79.5,84.0,90.0
230.92,0.4308,-0.0002,-0.0289,0.4284,0.039,-0.0289,18.1,21.7,21.6,79.5,88.5,89.0
230.93,0.4191,-0.0226,-0.0294,0.4191,-0.0226,-0.0294,21.7,23.8,22.8,86.0,93.0,89.0
230.94,0.4021,-0.0091,-0.0091,0.497,-0.0054,-0.0091,19.2,20.6,17.9,82.0,82.0,76.0
230.95,0.4021,-0.0091,0.0047,0.4579,0.0401,-0.0207,18.7,18.5,18.2,82.0,82.0,80.0
230.96,0.4021,-0.0091,0.0185,0.5719,0.0897,0.0185,15.7,20.1,18.1,82.0,82.0,84.0
230.97,0.3851,0.0043,0.0058,0.3851,0.0043,0.0019,21.5,17.5,16.1,78.0,71.0,83.5
230.98,0.4083,0.0588,0.0058,0.4506,0.0993,-0.0147,18.9,17.0,18.4,78.0,74.5,83.5
230.99,0.4083,0.0588,0.0058,0.3899,0.0498,-0.0323,17.5,22.1,15.3,78.0,74.5,83.5
231.0,0.4083,0.059,0.006,0.4251,-0.0214,-0.0148,17.3,19.8,16.0,78.0,74.5,83.5
231.01,0.4083,0.059,0.006,0.8266,0.248,-0.0125,15.0,19.8,16.0,78.0,74.5,83.5
231.02,0.4083,0.0588,0.0058,0.4853,-0.0153,0.0042,18.7,17.5,16.7,78.0,74.5,83.5
231.03,0.4315,0.0588,0.0058,0.4315,-0.0381,0.0171,18.5,18.6,18.2,78.0,74.5,83.5
231.04,0.3686,0.054,-0.0068,0.4104,0.1133,-0.0068,17.8,17.0,17.0,74.5,78.0,83.0
231.05,0.3686,0.0494,-0.0641,0.2461,0.091,-0.0641,16.4,15.4,18.4,74.5,84.0,84.0
231.06,0.3686,0.0494,-0.044,0.703,0.073,-0.0173,16.3,15.3,17.05,74.5,84.0,85.5
231.07,0.3686,0.0494,-0.0236,0.4587,0.2046,-0.002,17.9,17.8,15.7,74.5,84.0,85.5
231.08,0.3686,0.0494,0.017,0.5999,-0.1007,0.017,15.2,17.6,22.3,74.5,84.0,87.0
231.09,0.3686,0.0494,-0.014,0.4008,-0.0767,-0.0373,18.7,20.6,18.3,74.5,84.0,85.5
231.1,0.3686,0.049,-0.014,0.5721,0.08,-0.0037,17.7,20.6,17.1,74.5,84.0,85.5
231.11,0.3057,0.049,-0.014,0.3057,0.3159,-0.0489,16.3,20.6,17.7,71.0,84.0,85.5
231.12,0.367,0.0494,-0.0451,0.3492,0.1125,-0.0451,20.1,20.6,21.7,83.0,84.0,84.0
