t,u,v,w,cor_u,cor_v,cor_w
78.81,0.4098,0.055150000000000005,-0.016149999999999998,86.5,73.0,83.0
78.82,0.4098,0.055150000000000005,-0.016149999999999998,86.5,73.0,83.0
78.83,0.3964,0.0907,-0.0011,92.0,74.0,79.0
78.84,0.4182,-0.2178,0.0379,88.0,75.0,75.0
78.85,0.44,-0.0389,0.016,84.0,79.0,94.0
78.86,0.4006,0.0061,0.015,95.0,74.0,88.0
78.87,0.41825,0.15545,0.03085,90.0,73.5,85.0
78.88,0.41825,0.15545,0.03085,90.0,73.5,85.0
78.89,0.4359,0.3048,0.03085,85.0,73.0,85.0
78.9,0.40425,0.15045,0.03085,83.5,80.0,85.0
78.91,0.40425,0.15045,0.03085,83.5,80.0,85.0
78.92,0.40425,0.15045,0.0467,83.5,80.0,82.0
78.93,0.40425,0.15045,0.04115,83.5,80.0,84.5
78.94,0.40425,0.15045,0.04115,83.5,80.0,84.5
78.95,0.40425,0.15045,0.0356,83.5,80.0,87.0
78.96,0.3726,-0.0039,0.0172,82.0,87.0,98.0
78.97,0.3427,0.1086,0.0137,92.0,74.0,92.0
78.98,0.42195,0.0453,0.0021000000000000003,81.0,82.5,90.5
78.99,0.42195,0.0453,0.0021000000000000003,81.0,82.5,90.5
79.0,0.42195,0.0453,0.0021000000000000003,81.0,82.5,90.5
79.01,0.42195,0.0453,0.0021000000000000003,81.0,82.5,90.5
79.02,0.42195,-0.018,-0.0095,81.0,91.0,89.0
79.03,0.42195,-0.16955,-0.0207,81.0,82.5,72.0
79.04,0.42195,-0.3211,-0.01515,81.0,74.0,71.5
79.05,0.42195,-0.3221,-0.01515,81.0,74.0,71.5
79.06,0.42195,-0.3221,-0.01515,81.0,74.0,71.5
79.07,0.42195,-0.3231,-0.01515,81.0,74.0,71.5
79.08,0.42195,-0.0993,-0.01515,81.0,72.0,71.5
79.09,0.42195,0.1245,-0.01515,81.0,70.0,71.5
79.1,0.42195,0.07285,-0.01515,81.0,73.0,71.5
79.11,0.42195,0.0212,-0.0096,81.0,76.0,71.0
79.12,0.42195,0.0167,-0.0061,81.0,83.0,83.0
79.13,0.5012,0.0122,0.0198,70.0,90.0,84.0
79.14,0.3437,0.05775,-0.008699999999999998,88.0,80.0,77.5
79.15,0.3155,0.05775,-0.0372,72.0,80.0,71.0
79.16,0.34595,0.05775,-0.0356,73.0,80.0,75.5
79.17,0.34595,0.05775,-0.0356,73.0,80.0,75.5
79.18,0.34595,0.1033,-0.0356,73.0,70.0,75.5
79.19,0.34595,0.1147,-0.0356,73.0,71.5,75.5
79.2,0.34595,0.1147,-0.034,73.0,71.5,80.0
79.21,0.34595,0.1261,-0.02125,73.0,73.0,84.5
79.22,0.34595,0.0421,-0.02125,73.0,72.5,84.5
79.23,0.34595,0.0421,-0.02125,73.0,72.5,84.5
79.24,0.34595,0.0421,-0.02125,73.0,72.5,84.5
79.25,0.34595,0.0421,-0.02125,73.0,72.5,84.5
79.26,0.34595,-0.0419,-0.02125,73.0,72.0,84.5
79.27,0.34595,0.04915,-0.0085,73.0,78.5,89.0
79.28,0.34595,0.04915,-0.026350000000000002,73.0,78.5,85.0
79.29,0.34595,0.04915,-0.026350000000000002,73.0,78.5,85.0
79.3,0.34595,0.04915,-0.0442,73.0,78.5,81.0
79.31,0.34595,0.04915,-0.0603,73.0,78.5,72.0
79.32,0.34595,0.04915,-0.0424,73.0,78.5,79.0
79.33,0.34595,0.04915,-0.0245,73.0,78.5,86.0
79.34,0.3764,0.04915,0.0244,74.0,78.5,71.0
79.35,0.38480000000000003,0.04915,0.02,75.5,78.5,76.0
79.36,0.38480000000000003,0.1402,0.0156,75.5,85.0,81.0
79.37,0.3932,0.11395,0.028949999999999997,77.0,82.5,78.5
79.38,0.45505,0.11395,0.028949999999999997,75.0,82.5,78.5
79.39,0.45505,0.11395,0.0423,75.0,82.5,76.0
79.4,0.45505,0.11395,0.0509,75.0,82.5,73.0
79.41,0.45505,0.11395,0.0281,75.0,82.5,82.5
79.42,0.5169,0.11395,0.0281,73.0,82.5,82.5
79.43,0.41195000000000004,0.11395,0.0053,76.0,82.5,92.0
79.44,0.307,0.0877,-0.0103,79.0,80.0,95.0
79.45,0.31725000000000003,-0.009500000000000001,-0.0197,77.0,75.5,81.0
79.46,0.31725000000000003,-0.009500000000000001,-0.0788,77.0,75.5,89.0
79.47,0.3275,-0.009500000000000001,-0.0161,75.0,75.5,97.0
79.48,0.4247,-0.009500000000000001,0.0013500000000000005,84.0,75.5,84.5
79.49,0.40625,-0.009500000000000001,0.0188,91.0,75.5,72.0
79.5,0.40625,-0.009500000000000001,0.0375,91.0,75.5,84.0
79.51,0.40625,-0.009500000000000001,0.035,91.0,75.5,86.0
79.52,0.40625,-0.009500000000000001,0.0325,91.0,75.5,88.0
79.53,0.40625,-0.009500000000000001,0.0171,91.0,75.5,95.0
79.54,0.3878,-0.009500000000000001,-0.0064,98.0,75.5,88.0
79.55,0.3461,-0.1067,-0.0166,84.0,71.0,75.0
79.56,0.37905,-0.0199,0.0261,79.5,72.5,84.0
79.57,0.37905,-0.0199,0.0552,79.5,72.5,74.0
79.58,0.37905,-0.0199,-0.0296,79.5,72.5,89.0
79.59,0.37905,0.0669,-0.02145,79.5,74.0,82.5
79.6,0.37905,0.02715,-0.02145,79.5,75.5,82.5
79.61,0.37905,0.02715,-0.02145,79.5,75.5,82.5
79.62,0.37905,-0.0126,-0.02145,79.5,77.0,82.5
79.63,0.412,-0.02795,-0.0133,75.0,76.0,76.0
79.64,0.4012,-0.02795,-0.0234,84.0,76.0,79.0
79.65,0.41675,-0.02795,0.0043,85.0,76.0,81.0
79.66,0.41675,-0.02795,0.0114,85.0,76.0,79.5
79.67,0.41675,-0.02795,0.0185,85.0,76.0,78.0
79.68,0.41675,-0.02795,-0.0236,85.0,76.0,93.0
79.69,0.4323,-0.02795,-0.0279,86.0,76.0,82.5
79.7,0.45375,-0.02795,-0.0279,87.0,76.0,82.5
79.71,0.45375,-0.02795,-0.0322,87.0,76.0,72.0
79.72,0.45375,-0.02795,-0.0392,87.0,76.0,72.0
79.73,0.45375,-0.02795,-0.0456,87.0,76.0,88.0
79.74,0.45375,-0.02795,-0.03155,87.0,76.0,80.5
79.75,0.45375,-0.02795,-0.03155,87.0,76.0,80.5
79.76,0.45375,-0.02795,-0.03155,87.0,76.0,80.5
79.77,0.45375,-0.02795,-0.03155,87.0,76.0,80.5
79.78,0.45375,-0.02795,-0.0175,87.0,76.0,73.0
79.79,0.45375,-0.02795,-0.048,87.0,76.0,72.0
79.8,0.45375,-0.02795,-0.048,87.0,76.0,72.0
79.81,0.45375,-0.02795,-0.048,87.0,76.0,72.0
79.82,0.45375,-0.0433,-0.0785,87.0,75.0,71.0
79.83,0.45375,0.034600000000000006,-0.0315,87.0,79.5,93.0
79.84,0.45375,0.034600000000000006,-0.01685,87.0,79.5,87.0
79.85,0.45375,0.034600000000000006,-0.01685,87.0,79.5,87.0
79.86,0.4752,0.034600000000000006,-0.01685,88.0,79.5,87.0
79.87,0.41425,0.1125,-0.01685,88.0,84.0,87.0
79.88,0.41425,0.09684999999999999,-0.01685,88.0,79.0,87.0
79.89,0.41425,0.09684999999999999,-0.01685,88.0,79.0,87.0
79.9,0.41425,0.0812,-0.01685,88.0,74.0,87.0
79.91,0.41425,0.033499999999999995,-0.01685,88.0,76.0,87.0
79.92,0.41425,0.033499999999999995,-0.01685,88.0,76.0,87.0
79.93,0.41425,0.033499999999999995,-0.01685,88.0,76.0,87.0
79.94,0.41425,0.033499999999999995,-0.01685,88.0,76.0,87.0
79.95,0.41425,0.033499999999999995,-0.01685,88.0,76.0,87.0
79.96,0.41425,-0.0142,-0.01685,88.0,78.0,87.0
79.97,0.41425,0.00465,-0.01685,88.0,75.5,87.0
79.98,0.3533,0.00465,-0.01685,88.0,75.5,87.0
79.99,0.4067,0.0235,-0.0022,81.0,73.0,81.0
80.0,0.4067,-0.02365,-0.03949999999999999,81.0,74.5,85.0
80.01,0.4067,-0.0708,-0.0768,81.0,76.0,89.0
80.02,0.4067,0.054,-0.0247,81.0,79.0,71.0
80.03,0.4067,0.050949999999999995,-0.0154,81.0,85.5,81.0
80.04,0.4067,0.050949999999999995,-0.0061,81.0,85.5,91.0
80.05,0.4067,0.0479,-0.0096,81.0,92.0,91.0
80.06,0.4067,0.04215,-0.0033499999999999997,81.0,82.0,84.5
80.07,0.4067,0.04215,-0.0033499999999999997,81.0,82.0,84.5
80.08,0.4601,0.0364,0.0029,74.0,72.0,78.0
80.09,0.38070000000000004,0.03355,-0.0292,76.5,78.0,76.5
80.1,0.38070000000000004,0.03355,-0.0292,76.5,78.0,76.5
80.11,0.38070000000000004,0.03355,-0.0292,76.5,78.0,76.5
80.12,0.38070000000000004,0.03355,-0.0292,76.5,78.0,76.5
80.13,0.38070000000000004,0.03355,-0.0613,76.5,78.0,75.0
80.14,0.38070000000000004,0.03355,-0.0419,76.5,78.0,81.0
80.15,0.38070000000000004,0.03355,-0.0429,76.5,78.0,86.0
80.16,0.3013,0.03355,-0.0439,79.0,78.0,91.0
80.17,0.35845000000000005,0.03355,0.0034,79.5,78.0,92.0
80.18,0.35845000000000005,0.03355,-0.0293,79.5,78.0,84.0
80.19,0.4156,0.03355,-0.03425,80.0,78.0,82.0
80.2,0.3788,0.03355,-0.0392,79.0,78.0,80.0
80.21,0.3788,0.03355,-0.0677,79.0,78.0,80.5
80.22,0.3788,0.0307,-0.0962,79.0,84.0,81.0
80.23,0.3788,0.0016500000000000004,0.0162,79.0,79.0,74.0
80.24,0.3788,0.0016500000000000004,-0.00545,79.0,79.0,82.0
80.25,0.3788,0.0016500000000000004,-0.0271,79.0,79.0,90.0
80.26,0.3788,0.0016500000000000004,-0.02055,79.0,79.0,80.0
80.27,0.3788,0.0016500000000000004,-0.02055,79.0,79.0,80.0
80.28,0.3788,0.0016500000000000004,-0.014,79.0,79.0,70.0
80.29,0.3788,0.0016500000000000004,-0.0459,79.0,79.0,80.0
80.3,0.3788,0.0016500000000000004,-0.0523,79.0,79.0,80.0
80.31,0.3788,0.0016500000000000004,-0.041550000000000004,79.0,79.0,79.0
80.32,0.3788,0.0016500000000000004,-0.0308,79.0,79.0,78.0
80.33,0.3788,0.0016500000000000004,-0.00875,79.0,79.0,74.0
80.34,0.3788,-0.0274,0.0133,79.0,74.0,70.0
80.35,0.3788,0.0741,0.0153,79.0,73.0,77.0
80.36,0.3788,0.12865,0.01475,79.0,77.0,74.5
80.37,0.3788,0.12865,0.0142,79.0,77.0,72.0
80.38,0.3788,0.12865,0.01855,79.0,77.0,72.5
80.39,0.3788,0.12865,0.0229,79.0,77.0,73.0
80.4,0.3788,0.12865,-0.014,79.0,77.0,90.0
80.41,0.342,0.12865,-0.0196,78.0,77.0,77.0
80.42,0.43315000000000003,0.1832,-0.0737,74.0,81.0,80.0
80.43,0.43315000000000003,0.0008,-0.0476,74.0,79.0,73.0
80.44,0.43315000000000003,0.16670000000000001,-0.0401,74.0,77.5,70.0
80.45,0.5243,0.16670000000000001,-0.04554999999999999,70.0,77.5,75.0
80.46,0.46799999999999997,0.16670000000000001,-0.04554999999999999,72.5,77.5,75.0
80.47,0.4117,0.16670000000000001,-0.04554999999999999,75.0,77.5,75.0
80.48,0.38334999999999997,0.16670000000000001,-0.051,73.5,77.5,80.0
80.49,0.38334999999999997,0.16670000000000001,-0.0317,73.5,77.5,77.0
80.5,0.38334999999999997,0.16670000000000001,-0.0124,73.5,77.5,74.0
80.51,0.38334999999999997,0.16670000000000001,0.0143,73.5,77.5,83.0
80.52,0.38334999999999997,0.16670000000000001,-0.011349999999999999,73.5,77.5,80.5
80.53,0.38334999999999997,0.16670000000000001,-0.037,73.5,77.5,78.0
80.54,0.38334999999999997,0.16670000000000001,0.0006,73.5,77.5,88.0
80.55,0.38334999999999997,0.16670000000000001,-0.0051,73.5,77.5,79.5
80.56,0.38334999999999997,0.3326,-0.0108,73.5,76.0,71.0
80.57,0.38334999999999997,0.27795000000000003,0.0007,73.5,73.5,77.0
80.58,0.38334999999999997,0.27795000000000003,-0.0141,73.5,73.5,72.0
80.59,0.38334999999999997,0.27795000000000003,-4.99999999999997e-05,73.5,73.5,72.0
80.6,0.38334999999999997,0.27795000000000003,0.014,73.5,73.5,72.0
80.61,0.38334999999999997,0.2233,0.0592,73.5,71.0,88.0
80.62,0.38334999999999997,0.0626,0.0159,73.5,81.0,85.0
80.63,0.38334999999999997,-0.049800000000000004,-0.010150000000000001,73.5,78.0,83.5
80.64,0.38334999999999997,-0.049800000000000004,-0.0362,73.5,78.0,82.0
80.65,0.38334999999999997,-0.1622,-0.057,73.5,75.0,96.0
80.66,0.38334999999999997,-0.06180000000000001,-0.0049,73.5,79.5,91.0
80.67,0.38334999999999997,-0.06180000000000001,-0.0563,73.5,79.5,85.0
80.68,0.38334999999999997,-0.06180000000000001,-0.02375,73.5,79.5,81.0
80.69,0.38334999999999997,-0.06180000000000001,0.0088,73.5,79.5,77.0
80.7,0.38334999999999997,-0.06180000000000001,0.0071,73.5,79.5,73.0
80.71,0.38334999999999997,-0.06180000000000001,-0.0182,73.5,79.5,79.0
80.72,0.38334999999999997,-0.06180000000000001,-0.02055,73.5,79.5,79.5
80.73,0.38334999999999997,-0.06180000000000001,-0.02055,73.5,79.5,79.5
80.74,0.38334999999999997,-0.06180000000000001,-0.02055,73.5,79.5,79.5
80.75,0.38334999999999997,-0.06180000000000001,-0.0229,73.5,79.5,80.0
80.76,0.38334999999999997,-0.06180000000000001,-0.024050000000000002,73.5,79.5,77.0
80.77,0.38334999999999997,-0.06180000000000001,-0.024050000000000002,73.5,79.5,77.0
80.78,0.38334999999999997,-0.06180000000000001,-0.0252,73.5,79.5,74.0
80.79,0.38334999999999997,0.0386,-0.0242,73.5,84.0,90.0
80.8,0.38334999999999997,0.0060500000000000016,-0.0016500000000000004,73.5,82.5,85.5
80.81,0.38334999999999997,0.0060500000000000016,-0.0016500000000000004,73.5,82.5,85.5
80.82,0.38334999999999997,0.0060500000000000016,-0.0016500000000000004,73.5,82.5,85.5
80.83,0.38334999999999997,0.0060500000000000016,-0.0016500000000000004,73.5,82.5,85.5
80.84,0.38334999999999997,0.0060500000000000016,-0.0016500000000000004,73.5,82.5,85.5
80.85,0.38334999999999997,0.0060500000000000016,0.0209,73.5,82.5,81.0
80.86,0.38334999999999997,0.0060500000000000016,-0.005350000000000002,73.5,82.5,79.5
80.87,0.38334999999999997,0.0060500000000000016,-0.005350000000000002,73.5,82.5,79.5
80.88,0.38334999999999997,0.0060500000000000016,-0.005350000000000002,73.5,82.5,79.5
80.89,0.38334999999999997,0.0060500000000000016,-0.005350000000000002,73.5,82.5,79.5
80.9,0.355,0.0060500000000000016,-0.005350000000000002,72.0,82.5,79.5
80.91,0.3822,0.0060500000000000016,-0.005350000000000002,74.5,82.5,79.5
80.92,0.3822,0.0060500000000000016,-0.005350000000000002,74.5,82.5,79.5
80.93,0.3822,-0.0265,-0.0316,74.5,81.0,78.0
80.94,0.3822,0.0008000000000000004,-0.02585,74.5,78.0,81.0
80.95,0.3822,0.0281,-0.02585,74.5,75.0,81.0
80.96,0.3822,0.2145,-0.02585,74.5,82.0,81.0
80.97,0.3822,0.2145,-0.02585,74.5,82.0,81.0
80.98,0.3822,0.2145,-0.02585,74.5,82.0,81.0
80.99,0.4094,0.2145,-0.0201,77.0,82.0,84.0
81.0,0.42815000000000003,0.2145,-0.0221,74.5,82.0,78.0
81.01,0.4469,0.2145,-0.0256,72.0,82.0,72.0
81.02,0.47055,0.2145,-0.0066,72.5,82.0,86.0
81.03,0.4942,0.2145,-0.0153,73.0,82.0,89.0
81.04,0.4365,0.2145,-0.0232,74.0,82.0,82.5
81.05,0.3998,0.2145,-0.0232,87.0,82.0,82.5
81.06,0.43515,0.4009,-0.0232,80.5,89.0,82.5
81.07,0.4705,0.0261,-0.0311,74.0,70.0,76.0
81.08,0.4783,0.0069,-0.0114,74.0,72.0,96.0
81.09,0.3266,-0.0476,-0.0236,73.5,77.0,82.0
81.1,0.3266,-0.030400000000000003,-0.01,73.5,77.5,73.0
81.11,0.3266,-0.030400000000000003,-0.0718,73.5,77.5,72.0
81.12,0.3266,-0.030400000000000003,-0.09255,73.5,77.5,82.5
81.13,0.1749,-0.030400000000000003,-0.1133,73.0,77.5,93.0
81.14,0.4385,-0.030400000000000003,-0.0426,90.0,77.5,81.0
81.15,0.3546,-0.030400000000000003,-0.0223,86.0,77.5,74.0
81.16,0.2707,-0.030400000000000003,-0.0072,82.0,77.5,78.0
81.17,0.3593,-0.030400000000000003,0.0079,82.5,77.5,82.0
81.18,0.3593,-0.030400000000000003,-0.012099999999999998,82.5,77.5,76.5
81.19,0.3593,-0.030400000000000003,-0.0321,82.5,77.5,71.0
81.2,0.3593,-0.030400000000000003,-0.0417,82.5,77.5,71.0
81.21,0.4479,-0.030400000000000003,-0.0627,83.0,77.5,78.0
81.22,0.44645,-0.0132,-0.0627,81.0,78.0,78.0
81.23,0.44645,-0.0054,-0.0837,81.0,86.5,85.0
81.24,0.44645,-0.0054,-0.05015,81.0,86.5,78.5
81.25,0.44645,-0.0054,-0.05015,81.0,86.5,78.5
81.26,0.44645,-0.0054,-0.0166,81.0,86.5,72.0
81.27,0.44645,0.0024,-0.0144,81.0,95.0,93.0
81.28,0.445,0.01065,-0.0129,79.0,88.0,82.0
81.29,0.44020000000000004,0.0189,-0.028,80.5,81.0,83.0
81.3,0.44020000000000004,0.022949999999999998,-0.0338,80.5,83.0,80.0
81.31,0.44020000000000004,0.022949999999999998,0.0111,80.5,83.0,92.0
81.32,0.44020000000000004,0.022949999999999998,0.0010500000000000006,80.5,83.0,90.0
81.33,0.44020000000000004,0.022949999999999998,0.0010500000000000006,80.5,83.0,90.0
81.34,0.4354,0.022949999999999998,0.0010500000000000006,82.0,83.0,90.0
81.35,0.44420000000000004,0.022949999999999998,0.0010500000000000006,77.0,83.0,90.0
81.36,0.44420000000000004,0.022949999999999998,-0.009,77.0,83.0,88.0
81.37,0.44420000000000004,0.027,-0.0196,77.0,85.0,91.0
81.38,0.44420000000000004,0.04135,-0.0063999999999999994,77.0,78.5,88.0
81.39,0.453,0.04135,0.0068,72.0,78.5,85.0
81.4,0.4601,0.0557,-0.00455,74.5,72.0,78.5
81.41,0.4672,0.04165,-0.0159,77.0,79.5,72.0
81.42,0.49865000000000004,0.0276,-0.0175,75.0,87.0,72.0
81.43,0.49865000000000004,0.02025,-0.01395,75.0,85.5,72.0
81.44,0.49865000000000004,0.02025,-0.0104,75.0,85.5,72.0
81.45,0.49865000000000004,0.02025,0.0059,75.0,85.5,71.0
81.46,0.49865000000000004,0.02025,-0.01,75.0,85.5,71.0
81.47,0.49865000000000004,0.02025,-0.0044,75.0,85.5,77.0
81.48,0.5301,0.02025,0.0016,73.0,85.5,90.0
81.49,0.48255000000000003,0.02025,-0.0039,78.0,85.5,83.0
81.5,0.48255000000000003,0.02025,0.0282,78.0,85.5,73.0
81.51,0.48255000000000003,0.02025,0.0093,78.0,85.5,75.5
81.52,0.48255000000000003,0.02025,0.0093,78.0,85.5,75.5
81.53,0.48255000000000003,0.02025,0.0093,78.0,85.5,75.5
81.54,0.48255000000000003,0.02025,0.0093,78.0,85.5,75.5
81.55,0.48255000000000003,0.02025,0.0093,78.0,85.5,75.5
81.56,0.48255000000000003,0.02025,0.0093,78.0,85.5,75.5
81.57,0.48255000000000003,0.02025,-0.0096,78.0,85.5,78.0
81.58,0.48255000000000003,0.02025,-0.0228,78.0,85.5,89.0
81.59,0.48255000000000003,0.02025,-0.0178,78.0,85.5,91.5
81.6,0.48255000000000003,0.02025,-0.0128,78.0,85.5,94.0
81.61,0.48255000000000003,0.02025,-0.0298,78.0,85.5,82.0
81.62,0.48255000000000003,0.02025,-0.0225,78.0,85.5,86.5
81.63,0.48255000000000003,0.02025,-0.0225,78.0,85.5,86.5
81.64,0.435,0.0129,-0.0152,83.0,84.0,91.0
81.65,0.45745,0.0665,-0.029249999999999998,76.5,80.0,82.5
81.66,0.45745,-0.006999999999999999,-0.0433,76.5,77.5,74.0
81.67,0.45745,-0.006999999999999999,-0.0068499999999999985,76.5,77.5,76.0
81.68,0.45745,-0.006999999999999999,0.0296,76.5,77.5,78.0
81.69,0.45745,-0.006999999999999999,-0.0165,76.5,77.5,79.5
81.7,0.4799,-0.006999999999999999,-0.0165,70.0,77.5,79.5
81.71,0.43384999999999996,-0.006999999999999999,-0.0165,71.0,77.5,79.5
81.72,0.43384999999999996,-0.006999999999999999,-0.0165,71.0,77.5,79.5
81.73,0.43384999999999996,-0.006999999999999999,-0.0165,71.0,77.5,79.5
81.74,0.43384999999999996,-0.006999999999999999,-0.0626,71.0,77.5,81.0
81.75,0.3878,-0.006999999999999999,-0.0158,72.0,77.5,78.0
81.76,0.383,-0.006999999999999999,0.0038,76.0,77.5,72.0
81.77,0.383,-0.006999999999999999,0.0122,76.0,77.5,73.0
81.78,0.383,-0.006999999999999999,-0.017349999999999997,76.0,77.5,73.5
81.79,0.383,-0.006999999999999999,-0.0469,76.0,77.5,74.0
81.8,0.3782,-0.006999999999999999,-0.0204,80.0,77.5,81.0
81.81,0.39065,-0.006999999999999999,-0.0332,83.5,77.5,70.0
81.82,0.39065,-0.0805,0.0063,83.5,75.0,90.0
81.83,0.4031,-0.048850000000000005,0.0249,87.0,77.0,91.5
81.84,0.4303,-0.048850000000000005,0.0249,84.5,77.0,91.5
81.85,0.4303,-0.048850000000000005,0.0435,84.5,77.0,93.0
81.86,0.4575,-0.0172,-0.0241,82.0,79.0,89.0
81.87,0.38665000000000005,-0.03015,-0.0236,78.5,80.0,72.0
81.88,0.38665000000000005,-0.0431,-0.0365,78.5,81.0,90.0
81.89,0.38665000000000005,0.0422,-0.0342,78.5,83.0,81.0
81.9,0.38665000000000005,0.0422,0.0779,78.5,83.0,89.0
81.91,0.38665000000000005,0.0422,0.04015,78.5,83.0,87.0
81.92,0.38665000000000005,0.0422,0.04015,78.5,83.0,87.0
81.93,0.38665000000000005,0.0422,0.0024,78.5,83.0,85.0
81.94,0.3158,0.1275,-0.0236,75.0,85.0,81.0
81.95,0.3791,-0.0307,-0.0121,74.5,74.0,75.0
81.96,0.3791,0.0008499999999999983,0.0192,74.5,73.0,86.0
81.97,0.3791,0.0324,-0.0232,74.5,72.0,96.0
81.98,0.4424,-0.0354,-0.0088,74.0,80.5,85.0
81.99,0.5166,-0.1032,0.0332,71.0,89.0,73.0
82.0,0.46055,-0.15045,0.033600000000000005,75.5,82.0,78.0
82.01,0.46055,-0.15045,0.034,75.5,82.0,83.0
82.02,0.46055,-0.15045,-0.0154,75.5,82.0,78.0
82.03,0.4045,-0.15045,0.0077,80.0,82.0,91.0
82.04,0.3792,-0.1977,-0.0002500000000000002,89.0,75.0,81.0
82.05,0.4254,-0.08199999999999999,-0.0002500000000000002,82.5,79.5,81.0
82.06,0.4254,-0.08199999999999999,-0.0082,82.5,79.5,71.0
82.07,0.4254,-0.08199999999999999,0.003749999999999999,82.5,79.5,70.5
82.08,0.4254,-0.08199999999999999,0.003749999999999999,82.5,79.5,70.5
82.09,0.4254,-0.08199999999999999,0.003749999999999999,82.5,79.5,70.5
82.1,0.4254,-0.08199999999999999,0.0157,82.5,79.5,70.0
82.11,0.4254,-0.08199999999999999,0.0047,82.5,79.5,85.0
82.12,0.4716,-0.08199999999999999,-0.01775,76.0,79.5,85.0
82.13,0.4124,-0.08199999999999999,-0.01775,75.0,79.5,85.0
82.14,0.3799,-0.08199999999999999,-0.0402,76.0,79.5,85.0
82.15,0.3799,-0.08199999999999999,-0.02485,76.0,79.5,79.0
82.16,0.3799,-0.08199999999999999,-0.02485,76.0,79.5,79.0
82.17,0.3799,-0.08199999999999999,-0.02485,76.0,79.5,79.0
82.18,0.3799,-0.08199999999999999,-0.02485,76.0,79.5,79.0
82.19,0.3799,-0.08199999999999999,-0.0095,76.0,79.5,73.0
82.2,0.3799,-0.08199999999999999,0.0154,76.0,79.5,87.0
82.21,0.3799,-0.08199999999999999,-0.0446,76.0,79.5,79.0
82.22,0.3474,0.0337,-0.0425,77.0,84.0,91.0
82.23,0.39144999999999996,0.0815,-0.0272,74.0,83.0,88.0
82.24,0.4355,0.11299999999999999,-0.0258,71.0,78.0,87.0
82.25,0.437,0.11299999999999999,-0.0244,78.5,78.0,86.0
82.26,0.4385,0.11299999999999999,-0.0293,86.0,78.0,88.0
82.27,0.38685,0.11299999999999999,-0.022449999999999998,80.5,78.0,86.0
82.28,0.38685,0.11299999999999999,-0.0156,80.5,78.0,84.0
82.29,0.38685,0.11299999999999999,0.010199999999999999,80.5,78.0,83.5
82.3,0.38685,0.11299999999999999,0.036,80.5,78.0,83.0
82.31,0.38685,0.11299999999999999,-0.002650000000000003,80.5,78.0,77.5
82.32,0.38685,0.11299999999999999,-0.002650000000000003,80.5,78.0,77.5
82.33,0.3352,0.11299999999999999,-0.002650000000000003,75.0,78.0,77.5
82.34,0.36435,0.1445,-0.002650000000000003,77.0,73.0,77.5
82.35,0.36435,0.06294999999999999,-0.002650000000000003,77.0,77.5,77.5
82.36,0.36435,0.06294999999999999,-0.0413,77.0,77.5,72.0
82.37,0.36435,-0.0186,-0.0075,77.0,82.0,90.0
82.38,0.3935,0.022799999999999997,-0.0215,79.0,76.0,70.0
82.39,0.3271,0.022799999999999997,-0.0019999999999999983,73.0,76.0,76.5
82.4,0.4717,0.0642,-0.0019999999999999983,84.0,70.0,76.5
82.41,0.444,0.057999999999999996,-0.0019999999999999983,79.5,80.0,76.5
82.42,0.444,0.057999999999999996,-0.0019999999999999983,79.5,80.0,76.5
82.43,0.444,0.057999999999999996,-0.0019999999999999983,79.5,80.0,76.5
82.44,0.444,0.057999999999999996,-0.0019999999999999983,79.5,80.0,76.5
82.45,0.4163,0.057999999999999996,0.0175,75.0,80.0,83.0
82.46,0.3542,0.057999999999999996,0.0013000000000000008,74.5,80.0,86.0
82.47,0.3542,0.057999999999999996,0.0013000000000000008,74.5,80.0,86.0
82.48,0.2921,0.057999999999999996,0.0013000000000000008,74.0,80.0,86.0
82.49,0.33230000000000004,0.057999999999999996,0.0013000000000000008,79.5,80.0,86.0
82.5,0.33230000000000004,0.057999999999999996,0.0013000000000000008,79.5,80.0,86.0
82.51,0.33230000000000004,0.057999999999999996,0.0013000000000000008,79.5,80.0,86.0
82.52,0.3725,0.057999999999999996,-0.0149,85.0,80.0,89.0
82.53,0.3813,0.0518,-0.0093,73.0,90.0,93.0
82.54,0.384,0.0258,-0.0241,78.0,72.0,84.0
82.55,0.3755,0.03765,-0.0042,78.5,75.0,77.0
82.56,0.3755,0.03765,-0.0084,78.5,75.0,75.0
82.57,0.3755,0.03765,-0.0126,78.5,75.0,73.0
82.58,0.3755,0.0495,0.004,78.5,78.0,90.0
82.59,0.3755,0.0366,-0.019,78.5,79.0,79.0
82.6,0.367,0.0366,0.0034000000000000002,79.0,79.0,86.5
82.61,0.368,0.0366,0.0034000000000000002,76.5,79.0,86.5
82.62,0.369,0.0366,0.0034000000000000002,74.0,79.0,86.5
82.63,0.40935,0.0366,0.0034000000000000002,77.5,79.0,86.5
82.64,0.40935,0.0366,0.0258,77.5,79.0,94.0
82.65,0.4497,0.0366,0.0212,81.0,79.0,90.0
82.66,0.46375,0.0366,0.0296,82.5,79.0,92.0
82.67,0.46375,0.0366,0.0296,82.5,79.0,92.0
82.68,0.4778,0.0237,0.0296,84.0,80.0,92.0
82.69,0.4001,0.01185,0.0296,79.0,80.5,92.0
82.7,0.4001,0.01185,0.0296,79.0,80.5,92.0
82.71,0.3224,0.01185,0.0296,74.0,80.5,92.0
82.72,0.496,0.01185,0.0296,81.0,80.5,92.0
