t,u,v,w
37.96,0.314,-0.049,0.0051
37.97,0.3144,-0.049,-0.02
37.98,0.337,-0.049,-0.0452
37.99,0.337,-0.049,0.0047
38.0,0.3593,-0.049,0.0047
38.01,0.3593,-0.049,0.0047
38.02,0.359,-0.049,0.0546
38.03,0.3593,-0.049,0.0017
38.04,0.3593,-0.049,-0.0512
38.05,0.3593,-0.049,-0.0512
38.06,0.3593,0.0107,-0.0512
38.07,0.3593,0.0094,-0.0112
38.08,0.3593,0.008,-0.0147
38.09,0.3991,-0.0086,-0.0231
38.1,0.4389,-0.0086,-0.0023
38.11,0.433,-0.0086,-0.0023
38.12,0.433,-0.0086,0.0186
38.13,0.433,-0.009,-0.0134
38.14,0.433,-0.0086,-0.0134
38.15,0.4264,-0.0086,-0.0134
38.16,0.42,-0.0086,-0.0134
38.17,0.4138,-0.0086,-0.0134
38.18,0.446,-0.0086,-0.0454
38.19,0.4789,-0.009,-0.0704
38.2,0.4789,-0.0086,-0.0704
38.21,0.4789,-0.0086,-0.0955
38.22,0.4789,-0.0086,-0.0488
38.23,0.544,-0.009,-0.0022
38.24,0.5029,-0.0086,-0.0158
38.25,0.4618,-0.0251,-0.0182
38.26,0.4018,0.0686,-0.0394
38.27,0.451,0.0686,-0.0394
38.28,0.451,0.0686,-0.0394
38.29,0.5012,0.1623,-0.0607
38.3,0.551,0.11,-0.0292
38.31,0.6005,0.102,0.0024
38.32,0.5465,0.102,-0.0486
38.33,0.5465,0.0938,-0.043
38.34,0.4925,0.0775,-0.0374
38.35,0.5284,0.0632,-0.0365
38.36,0.4888,0.0632,-0.0365
38.37,0.4888,0.0632,-0.0365
38.38,0.4888,0.0632,-0.0356
38.39,0.4888,0.0489,-0.0551
38.4,0.4888,0.0694,-0.0812
38.41,0.4888,-0.023,-0.0308
38.42,0.4888,-0.023,-0.038
38.43,0.4888,-0.023,-0.0451
38.44,0.4888,-0.023,-0.0306
38.45,0.4491,-0.023,-0.0258
38.46,0.4171,-0.023,-0.0211
38.47,0.4171,-0.023,-0.0296
38.48,0.3851,-0.023,-0.0418
38.49,0.4119,-0.023,-0.0505
38.5,0.4387,-0.023,-0.0438
38.51,0.44,-0.023,-0.0371
38.52,0.44,-0.023,-0.0518
38.53,0.4413,-0.023,-0.0518
38.54,0.441,-0.1154,-0.0665
38.55,0.4413,-0.0232,-0.0331
38.56,0.4413,-0.0232,-0.0331
38.57,0.441,-0.0232,0.0004
38.58,0.4413,-0.0232,-0.0088
38.59,0.4413,-0.0232,-0.018
38.6,0.4413,-0.0232,-0.0156
38.61,0.441,-0.0232,-0.0131
38.62,0.4413,-0.0232,-0.0302
38.63,0.4413,-0.0232,-0.0302
38.64,0.4413,-0.0232,-0.0472
38.65,0.441,-0.023,-0.0531
38.66,0.441,-0.023,-0.0531
38.67,0.4413,-0.023,-0.059
38.68,0.441,-0.0232,0.0073
38.69,0.4413,-0.0232,-0.0467
38.7,0.4439,0.0691,-0.0457
38.71,0.4198,0.0131,-0.0357
38.72,0.408,0.046,-0.081
38.73,0.408,0.046,-0.0398
38.74,0.408,0.046,-0.0398
38.75,0.408,0.046,0.0015
38.76,0.3956,0.079,-0.0401
38.77,0.4098,0.0528,-0.039
38.78,0.417,0.0528,-0.0378
38.79,0.4239,0.053,-0.036
38.8,0.4392,0.0528,-0.0343
38.81,0.432,0.0528,-0.0077
38.82,0.4253,0.0528,0.0188
38.83,0.4253,0.0528,0.01
38.84,0.425,0.053,0.01
38.85,0.4253,0.0528,0.01
38.86,0.4253,0.0528,0.01
38.87,0.4253,0.0528,0.0013
38.88,0.3961,0.0528,-0.0213
38.89,0.4,0.053,-0.0213
38.9,0.4039,0.0528,-0.0439
38.91,0.404,0.0528,-0.01
38.92,0.404,0.0528,0.024
38.93,0.4039,0.0528,-0.0149
38.94,0.4039,0.0265,-0.0012
38.95,0.4039,0.0119,0.0125
38.96,0.4039,0.0119,-0.0058
38.97,0.4039,0.0119,-0.0085
38.98,0.4039,0.0119,-0.0094
38.99,0.4039,0.0119,-0.0142
39.0,0.399,0.0119,-0.0257
39.01,0.3935,0.0119,-0.0166
39.02,0.3409,0.0119,-0.0477
39.03,0.361,0.0119,-0.0477
39.04,0.361,-0.0027,-0.0477
39.05,0.3814,0.0501,-0.0787
39.06,0.3814,0.0501,-0.043
39.07,0.402,0.077,-0.043
39.08,0.402,0.077,-0.0081
39.09,0.402,0.1029,0.0625
39.1,0.422,0.192,0.0112
39.11,0.4182,0.1236,-0.0179
39.12,0.416,0.0552,0.0165
39.13,0.4144,0.0552,-0.003
39.14,0.4032,0.0552,-0.0273
39.15,0.4032,0.0552,-0.0042
39.16,0.4032,0.0552,0.019
39.17,0.4032,0.0552,0.0246
39.18,0.4032,0.0552,0.0401
39.19,0.4032,0.0552,0.0244
39.2,0.4032,0.0552,-0.0203
39.21,0.4032,0.0552,-0.0039
39.22,0.4032,0.0552,-0.0039
39.23,0.4032,0.0552,0.0125
39.24,0.392,0.0552,0.0103
39.25,0.4276,0.0552,0.01
39.26,0.445,0.0552,0.01
39.27,0.445,0.0552,0.0103
39.28,0.445,0.0552,0.0103
39.29,0.4631,0.0552,0.0081
39.3,0.3917,0.0552,0.0285
39.31,0.3203,0.0552,0.0285
39.32,0.3203,0.0552,0.0489
39.33,0.3203,0.1036,-0.0012
39.34,0.298,0.0115,-0.0513
39.35,0.2765,0.0115,0.0028
39.36,0.2765,0.0115,-0.034
39.37,0.3428,-0.0807,-0.0009
39.38,0.4092,-0.0892,-0.0152
39.39,0.4428,-0.0978,-0.0152
39.4,0.41,-0.157,-0.0152
39.41,0.394,-0.157,-0.0152
39.42,0.3772,-0.157,-0.0296
39.43,0.3555,-0.157,-0.0364
39.44,0.4508,-0.157,-0.0364
39.45,0.469,-0.157,-0.0364
39.46,0.469,-0.157,-0.0364
39.47,0.469,-0.157,-0.0432
39.48,0.4862,-0.157,-0.0258
39.49,0.465,-0.169,-0.0504
39.5,0.4433,-0.1814,-0.0749
39.51,0.443,-0.1814,-0.0593
39.52,0.4433,-0.1814,-0.0432
39.53,0.4433,-0.1814,-0.0432
39.54,0.4433,-0.181,-0.0432
39.55,0.4433,-0.1814,-0.0271
39.56,0.4004,-0.181,0.01
39.57,0.4051,-0.1814,-0.005
39.58,0.4051,-0.1814,0.0634
39.59,0.4051,-0.1814,0.024
39.6,0.4051,-0.1466,-0.0155
39.61,0.4051,-0.0964,-0.0276
39.62,0.405,-0.0964,-0.0239
39.63,0.4051,-0.0964,-0.0202
39.64,0.4051,-0.0964,0.0017
39.65,0.4051,-0.0964,0.0237
39.66,0.4051,-0.0964,-0.0004
39.67,0.4051,-0.0964,-0.0296
39.68,0.4051,-0.071,-0.0215
39.69,0.4051,-0.071,-0.0215
39.7,0.4051,-0.0462,-0.0134
39.71,0.4051,0.0046,-0.0247
39.72,0.4051,0.0046,-0.0359
39.73,0.4098,0.0046,-0.0224
39.74,0.4068,0.0046,-0.0276
39.75,0.428,0.0046,-0.0338
39.76,0.439,0.0046,-0.0338
39.77,0.439,0.005,-0.04
39.78,0.439,0.005,-0.0074
39.79,0.439,0.0046,-0.0074
39.8,0.4492,0.0046,-0.0074
39.81,0.424,0.0046,-0.0074
39.82,0.424,0.0046,-0.0074
39.83,0.424,0.0046,0.0253
39.84,0.399,0.0046,-0.0102
39.85,0.399,0.005,-0.0102
39.86,0.399,0.0046,-0.0102
39.87,0.3994,0.0046,-0.0102
39.88,0.425,0.0046,-0.0457
39.89,0.425,0.0046,-0.041
39.9,0.4499,0.0046,-0.0362
39.91,0.4246,0.0046,-0.0417
39.92,0.4246,0.0046,-0.0472
39.93,0.4246,0.0554,0.0115
39.94,0.4246,0.0528,-0.0065
39.95,0.4246,0.0528,-0.0245
39.96,0.4246,0.0528,0.0082
39.97,0.4246,0.0528,0.0165
39.98,0.3992,0.0528,0.0248
39.99,0.4299,0.0501,0.016
40.0,0.4755,-0.0131,0.0065
40.01,0.4755,-0.0131,-0.0389
40.02,0.4755,-0.0131,-0.0276
40.03,0.498,-0.0131,-0.0276
40.04,0.498,-0.0131,-0.0276
40.05,0.5211,-0.0131,-0.0162
40.06,0.471,-0.0131,0.0094
40.07,0.471,-0.0131,0.035
40.08,0.4217,-0.0131,0.0042
40.09,0.3906,-0.0131,-0.0266
40.1,0.3596,-0.0131,-0.0183
40.11,0.3596,-0.0763,0.0013
40.12,0.3596,-0.067,-0.0119
40.13,0.3596,-0.067,-0.0119
40.14,0.3596,-0.067,-0.025
40.15,0.3596,-0.067,-0.0154
40.16,0.3596,-0.067,-0.0057
40.17,0.3969,-0.0578,-0.006
40.18,0.3865,-0.1176,0.0078
40.19,0.381,-0.1176,0.0078
40.2,0.3762,-0.1176,0.0217
40.21,0.408,-0.1775,0.0268
40.22,0.424,-0.1036,0.0268
40.23,0.4398,-0.0298,0.0268
40.24,0.4341,0.027,0.0268
40.25,0.434,0.0839,0.0319
40.26,0.4341,0.1407,0.0006
40.27,0.4341,0.1976,-0.0307
40.28,0.4341,0.1976,-0.0148
40.29,0.4341,0.1976,0.0012
40.3,0.4283,0.1399,0.0063
40.31,0.4182,0.0526,-0.0231
40.32,0.413,-0.0346,-0.0525
40.33,0.408,-0.087,-0.005
40.34,0.4131,-0.1393,-0.0048
40.35,0.4131,-0.1916,-0.0045
40.36,0.4131,-0.244,0.0127
40.37,0.4131,-0.244,0.0127
40.38,0.4131,-0.244,0.03
40.39,0.4131,-0.244,-0.0026
40.4,0.4131,-0.244,0.0014
40.41,0.4182,-0.1768,-0.0375
40.42,0.3991,-0.1095,-0.0214
40.43,0.419,-0.0422,-0.0214
40.44,0.419,0.025,-0.0214
40.45,0.419,0.025,-0.0214
40.46,0.419,0.025,-0.0214
40.47,0.419,0.025,-0.0214
40.48,0.4393,0.025,-0.0214
40.49,0.439,0.025,-0.0214
40.5,0.4393,0.025,-0.0214
40.51,0.4393,0.025,-0.0052
40.52,0.4393,0.025,0.0023
40.53,0.4393,0.025,0.0098
40.54,0.4393,0.025,0.0024
40.55,0.4393,0.025,0.0024
40.56,0.4393,0.025,0.0024
40.57,0.4393,0.025,0.0024
40.58,0.4393,0.025,0.0024
40.59,0.4986,0.025,-0.0049
40.6,0.484,0.025,-0.0022
40.61,0.484,0.025,0.0005
40.62,0.484,0.025,0.0108
40.63,0.484,0.025,0.021
40.64,0.484,0.0516,0.0003
40.65,0.4694,0.0008,-0.0036
40.66,0.4782,0.0008,-0.0075
40.67,0.4869,0.0008,-0.0073
40.68,0.4583,0.0008,-0.013
40.69,0.4297,0.0008,-0.0187
40.7,0.43,0.0008,-0.002
40.71,0.43,0.0008,-0.0634
40.72,0.43,0.0008,-0.1248
40.73,0.4297,0.0008,-0.0288
40.74,0.4851,-0.0499,-0.0341
40.75,0.4676,-0.034,-0.0394
40.76,0.4501,-0.034,-0.0412
40.77,0.5078,-0.034,-0.126
40.78,0.5078,-0.018,-0.0388
40.79,0.5078,-0.0672,-0.0601
40.8,0.5078,-0.0672,-0.0662
40.81,0.519,-0.0672,-0.0662
40.82,0.5308,-0.0672,-0.0662
40.83,0.5308,-0.0672,-0.0722
40.84,0.5308,-0.0672,-0.0524
40.85,0.5308,-0.1164,-0.0325
40.86,0.5308,-0.0606,-0.0316
40.87,0.5308,-0.0606,-0.0308
40.88,0.5308,-0.0047,-0.0015
40.89,0.4961,0.0254,-0.0234
40.9,0.4638,0.0556,-0.0195
40.91,0.4638,0.0556,-0.0195
40.92,0.4638,0.0556,-0.0155
40.93,0.4638,0.0556,0.0162
40.94,0.4314,0.0556,0.0162
40.95,0.444,0.0556,0.032
40.96,0.444,0.0556,0.0479
40.97,0.4567,0.0556,-0.0271
40.98,0.4284,0.0006,-0.0329
40.99,0.4291,-0.0314,-0.006
41.0,0.4291,-0.0314,-0.006
41.01,0.4291,-0.0314,-0.006
41.02,0.4291,-0.0314,-0.006
41.03,0.4291,-0.0314,0.0208
41.04,0.4291,-0.0314,0.0175
41.05,0.4291,-0.0314,-0.0062
41.06,0.4291,-0.0314,-0.0062
41.07,0.4291,-0.0314,-0.03
41.08,0.4291,-0.0314,-0.0101
41.09,0.4291,-0.0314,-0.0101
41.1,0.429,-0.0314,-0.008
41.11,0.4291,-0.0635,-0.0068
41.12,0.4291,-0.024,-0.0348
41.13,0.4291,-0.024,-0.0348
41.14,0.429,0.0148,-0.0627
41.15,0.429,0.007,-0.071
41.16,0.4291,0.007,-0.0794
41.17,0.4291,-0.0009,-0.0598
41.18,0.4291,-0.0099,-0.0403
41.19,0.4291,-0.0099,-0.0531
41.2,0.4291,-0.0099,-0.0659
41.21,0.4298,-0.0188,-0.034
41.22,0.4477,0.0091,-0.0394
41.23,0.402,-0.0564,-0.0303
41.24,0.402,-0.0564,-0.0083
41.25,0.402,-0.0564,0.0196
41.26,0.402,-0.0564,0.0196
41.27,0.402,-0.0564,0.0196
41.28,0.402,-0.0564,0.0476
41.29,0.402,-0.0564,0.0125
41.3,0.402,-0.0564,0.0159
41.31,0.402,-0.122,0.0155
41.32,0.3562,-0.0505,-0.0318
41.33,0.4312,-0.0505,-0.0171
41.34,0.4148,-0.0505,-0.0023
41.35,0.3983,-0.0505,-0.0279
41.36,0.3983,0.021,-0.0394
41.37,0.398,0.019,-0.051
41.38,0.3983,0.019,-0.0304
41.39,0.3392,0.019,-0.0098
41.4,0.3392,0.019,-0.0189
41.41,0.3392,0.019,-0.028
41.42,0.339,0.019,-0.0446
41.43,0.3392,0.019,-0.0446
41.44,0.3392,0.019,-0.0446
41.45,0.2802,0.019,-0.0612
41.46,0.3513,0.019,0.0186
41.47,0.4224,0.017,-0.0322
41.48,0.4458,0.018,-0.0173
41.49,0.4458,0.0191,-0.0042
41.5,0.4693,0.0191,0.0089
41.51,0.4396,0.0212,-0.0509
41.52,0.44,0.0219,0.0198
41.53,0.4396,-0.0722,0.0316
41.54,0.4396,-0.0722,0.0316
41.55,0.4396,-0.0722,0.0316
41.56,0.4396,-0.0722,0.0435
41.57,0.4396,-0.0722,0.0079
41.58,0.4396,-0.0722,-0.0276
41.59,0.4396,-0.0722,0.0082
41.6,0.4396,-0.072,0.005
41.61,0.4396,-0.0722,0.0017
41.62,0.4396,-0.1663,-0.0404
41.63,0.4396,-0.1162,-0.0296
41.64,0.4396,-0.1162,-0.0296
41.65,0.4396,-0.1162,-0.0296
41.66,0.4396,-0.1162,-0.0189
41.67,0.44,-0.1162,-0.0144
41.68,0.4396,-0.066,-0.0098
41.69,0.4396,-0.0937,-0.0176
41.7,0.4396,-0.0937,-0.0176
41.71,0.4396,-0.1213,-0.0176
41.72,0.4396,-0.0485,-0.0254
41.73,0.4396,0.0243,-0.0015
41.74,0.4396,0.018,-0.0145
41.75,0.4396,0.0108,-0.0275
41.76,0.4396,-0.0026,-0.0099
41.77,0.4099,0.008,-0.0345
41.78,0.4151,0.008,-0.0417
41.79,0.467,0.008,-0.0249
41.8,0.467,0.008,-0.0434
41.81,0.467,0.008,-0.062
41.82,0.519,0.008,0.0056
41.83,0.4592,0.008,-0.017
41.84,0.4592,0.008,-0.0395
41.85,0.3993,0.0186,-0.0018
41.86,0.4016,0.0298,-0.0089
41.87,0.4016,0.0298,-0.0455
41.88,0.4016,0.0298,-0.0455
41.89,0.4016,0.0298,-0.0455
41.9,0.4016,0.0298,-0.0455
41.91,0.4016,0.0298,-0.0455
41.92,0.4016,0.0298,-0.0455
41.93,0.402,0.03,-0.0455
41.94,0.4016,0.0298,-0.0455
41.95,0.4016,0.041,-0.082
41.96,0.4016,0.0156,-0.0597
41.97,0.4016,0.0156,-0.0144
41.98,0.4016,0.0156,-0.0144
41.99,0.4016,0.0156,0.031
42.0,0.4016,0.0156,-0.0044
42.01,0.4016,0.0156,0.0093
42.02,0.4016,-0.0097,0.023
42.03,0.4039,0.0418,-0.0026
42.04,0.3998,-0.0192,-0.0151
42.05,0.3998,-0.0192,-0.0321
42.06,0.4,-0.0192,-0.0025
42.07,0.4,-0.019,-0.0025
42.08,0.3998,-0.0192,-0.0025
42.09,0.3998,-0.0192,-0.0025
42.1,0.4,-0.019,-0.0025
42.11,0.4,-0.0192,0.0271
42.12,0.3998,-0.0192,0.0086
42.13,0.3998,-0.0192,0.0017
42.14,0.3998,-0.0192,-0.0074
42.15,0.4,-0.0192,-0.0165
42.16,0.3998,-0.0192,-0.0183
42.17,0.4,-0.019,-0.0183
42.18,0.4,-0.019,-0.0183
42.19,0.3998,-0.0192,-0.0202
42.2,0.3958,-0.0192,-0.0389
42.21,0.4024,-0.0192,-0.0421
42.22,0.3231,-0.0192,-0.0311
42.23,0.3396,-0.0192,-0.0202
42.24,0.3396,-0.0192,-0.0248
42.25,0.3396,-0.0803,-0.0294
42.26,0.34,-0.0551,-0.035
42.27,0.3396,-0.0551,-0.0407
42.28,0.3396,-0.0551,-0.0201
42.29,0.3396,-0.0551,-0.0201
42.3,0.3396,-0.0551,0.0005
42.31,0.3396,-0.0551,0.0028
42.32,0.3396,-0.0551,0.005
42.33,0.34,-0.0299,-0.0066
42.34,0.3396,-0.0264,-0.0066
42.35,0.418,-0.0,-0.0066
42.36,0.4958,0.0261,-0.0182
42.37,0.4437,0.0261,-0.0536
42.38,0.3916,0.075,-0.0414
42.39,0.3916,0.0335,-0.0414
42.4,0.3916,0.0335,-0.0293
42.41,0.466,0.0335,-0.0566
42.42,0.4202,-0.008,-0.0838
42.43,0.3743,0.0548,-0.0294
42.44,0.3957,0.0548,-0.0152
42.45,0.3631,0.0548,-0.0516
42.46,0.363,0.0548,-0.0881
42.47,0.3631,0.055,-0.0601
42.48,0.363,0.0548,-0.0601
42.49,0.363,0.0548,-0.0601
42.5,0.3631,0.0548,-0.0601
42.51,0.3631,0.086,-0.0601
42.52,0.3631,0.1176,-0.0601
42.53,0.3631,0.1014,-0.0321
42.54,0.347,0.1014,-0.006
42.55,0.347,0.1014,0.0201
42.56,0.347,0.101,0.002
42.57,0.3305,0.1014,0.002
42.58,0.355,0.1014,0.002
42.59,0.355,0.0852,0.002
42.6,0.355,0.0526,0.002
42.61,0.379,0.0526,-0.0161
42.62,0.4276,0.0201,-0.035
42.63,0.3948,0.0318,-0.0324
42.64,0.3948,0.0435,-0.0298
42.65,0.3948,0.0143,-0.0368
42.66,0.3948,0.0143,-0.0368
42.67,0.395,0.0143,-0.0368
42.68,0.3948,0.0143,-0.0438
42.69,0.3948,0.0143,-0.0396
42.7,0.3948,0.0143,-0.0355
42.71,0.3621,0.0143,-0.0313
42.72,0.3513,0.0143,-0.0313
42.73,0.379,-0.0149,-0.0313
42.74,0.4069,-0.0071,-0.0272
42.75,0.4069,-0.0071,0.0013
42.76,0.4069,-0.0071,0.0053
42.77,0.4069,-0.0071,0.0206
42.78,0.4069,-0.0071,0.0276
42.79,0.4069,0.0007,0.0292
42.8,0.4069,-0.013,0.0006
42.81,0.4069,-0.013,-0.0281
42.82,0.3945,-0.013,-0.0297
42.83,0.4062,-0.0268,-0.0229
42.84,0.412,0.011,-0.0229
42.85,0.4179,0.0498,-0.016
42.86,0.3868,0.0144,0.0232
42.87,0.3868,0.014,0.0232
42.88,0.387,0.0144,0.0624
42.89,0.387,0.0144,0.018
42.9,0.3868,-0.0209,0.018
42.91,0.3556,-0.0071,-0.0264
42.92,0.3325,-0.0071,-0.0186
42.93,0.3325,-0.0071,-0.0109
42.94,0.3325,-0.0071,-0.0308
42.95,0.321,-0.0071,-0.0218
42.96,0.3094,-0.0,-0.0128
42.97,0.3376,0.0067,-0.0096
42.98,0.3376,0.043,-0.0096
42.99,0.3376,0.043,-0.0096
43.0,0.3376,0.0793,-0.0064
43.01,0.3376,0.0793,-0.051
43.02,0.338,0.0793,0.0092
43.03,0.3376,0.0793,0.0147
43.04,0.3376,0.0793,0.0147
43.05,0.352,0.079,0.0147
43.06,0.3659,0.0793,0.0202
43.07,0.3433,0.1519,0.0231
43.08,0.4182,0.0974,0.0039
43.09,0.493,0.0428,0.0039
43.1,0.471,0.0428,-0.0153
43.11,0.471,0.0428,-0.0122
43.12,0.471,0.0428,-0.0122
43.13,0.449,0.0428,-0.0092
43.14,0.3965,0.0428,0.0053
43.15,0.344,0.0428,-0.0044
43.16,0.307,0.0428,-0.0151
43.17,0.307,0.0428,0.0176
43.18,0.307,0.0428,0.0176
43.19,0.288,0.0286,0.0504
43.2,0.27,0.0145,0.0274
43.21,0.281,0.0953,0.0043
43.22,0.2912,0.0674,0.0049
43.23,0.3308,0.0674,0.0049
43.24,0.329,0.0395,0.0055
43.25,0.3273,0.0328,-0.0212
43.26,0.356,0.0328,-0.0104
43.27,0.356,0.033,-0.0104
43.28,0.356,0.033,-0.0104
43.29,0.3844,0.0328,0.0003
43.3,0.4508,0.0328,-0.0057
43.31,0.4032,0.0328,-0.0161
43.32,0.3555,0.0328,-0.0034
43.33,0.3893,0.029,-0.0034
43.34,0.408,0.026,-0.0034
43.35,0.4267,0.1054,0.0094
43.36,0.4139,0.0858,0.0028
43.37,0.4011,0.0663,-0.0106
43.38,0.4591,0.0291,-0.016
43.39,0.4462,0.029,-0.0206
43.4,0.4462,0.0291,-0.0206
43.41,0.4462,0.0291,-0.0206
43.42,0.446,0.029,-0.0305
43.43,0.4462,0.0291,-0.0271
43.44,0.4333,-0.0081,-0.0426
43.45,0.439,0.021,-0.0241
43.46,0.4663,0.003,-0.0241
43.47,0.4936,0.003,-0.0056
43.48,0.455,0.003,-0.0104
43.49,0.455,0.003,-0.0153
43.5,0.455,0.003,-0.019
43.51,0.455,0.003,-0.0226
43.52,0.455,0.003,-0.03
43.53,0.455,0.003,0.0184
43.54,0.455,0.003,-0.047
43.55,0.4163,0.003,-0.0129
43.56,0.3718,-0.0151,0.0081
43.57,0.4142,-0.001,-0.0137
43.58,0.4566,-0.001,-0.009
43.59,0.435,-0.001,-0.007
43.6,0.435,-0.001,-0.0042
43.61,0.4135,0.0131,-0.0232
43.62,0.4864,0.1016,-0.008
43.63,0.4614,0.19,0.0066
43.64,0.4614,0.19,0.022
43.65,0.4614,0.1896,0.0364
43.66,0.4614,0.2463,0.026
43.67,0.4614,0.303,0.026
43.68,0.4614,0.24,0.026
43.69,0.449,0.1622,0.0155
43.7,0.4364,0.0844,-0.0037
43.71,0.4033,0.0066,-0.0243
43.72,0.414,-0.0712,-0.024
43.73,0.4238,-0.071,-0.0243
43.74,0.424,-0.0712,-0.0243
43.75,0.4238,-0.0712,-0.0449
43.76,0.4238,-0.0042,0.0138
43.77,0.4238,0.0577,0.0355
43.78,0.4238,0.0577,0.033
43.79,0.424,0.0577,0.033
43.8,0.4238,0.1196,0.033
43.81,0.424,0.0696,0.0305
43.82,0.424,0.0196,0.05
43.83,0.424,-0.0304,0.0128
43.84,0.4238,-0.0804,0.0128
43.85,0.4238,-0.045,0.0128
43.86,0.4094,-0.0102,-0.0245
43.87,0.4257,0.0057,-0.0396
43.88,0.4257,0.0057,-0.0555
43.89,0.4257,0.0057,-0.0197
43.9,0.442,0.0216,-0.0261
43.91,0.4411,0.0456,-0.0248
43.92,0.4726,0.046,-0.0205
43.93,0.504,0.0456,-0.0162
43.94,0.4678,0.0456,-0.032
43.95,0.3949,0.0456,-0.0201
43.96,0.3705,0.0456,-0.0201
43.97,0.3705,0.0456,-0.0201
43.98,0.3705,0.0456,-0.0082
43.99,0.37,0.0456,-0.01
44.0,0.3705,0.046,-0.0691
44.01,0.393,0.0456,-0.0276
44.02,0.4155,0.0456,-0.0216
44.03,0.423,0.0697,-0.0216
44.04,0.423,0.025,-0.019
44.05,0.423,0.025,-0.0156
44.06,0.43,0.025,-0.0266
44.07,0.43,0.025,-0.0266
44.08,0.43,0.025,-0.0377
44.09,0.43,-0.0196,-0.0529
44.1,0.43,0.004,-0.0422
44.11,0.43,0.004,-0.0398
44.12,0.43,0.004,-0.0398
44.13,0.43,0.004,-0.0374
44.14,0.43,0.004,-0.033
44.15,0.43,0.0277,-0.0528
44.16,0.43,-0.0096,-0.0528
44.17,0.43,-0.0096,-0.0528
44.18,0.4444,-0.01,-0.0725
44.19,0.4372,-0.0096,-0.0708
44.2,0.4372,-0.0096,-0.0708
44.21,0.4372,-0.0096,-0.069
44.22,0.43,-0.047,-0.065
44.23,0.434,-0.0004,-0.069
44.24,0.434,-0.0004,-0.0729
44.25,0.434,-0.0004,-0.0729
44.26,0.434,-0.0004,-0.0729
44.27,0.434,-0.0004,-0.0808
44.28,0.434,-0.0004,-0.0693
44.29,0.4379,-0.0004,-0.0693
44.3,0.4246,-0.0004,-0.0578
44.31,0.4246,0.0461,0.0081
44.32,0.4246,0.0049,-0.0494
44.33,0.425,0.0412,-0.0494
44.34,0.4246,0.0412,-0.1069
44.35,0.4246,0.0412,-0.0117
44.36,0.4246,0.0412,-0.0039
44.37,0.4246,0.0412,-0.0064
44.38,0.425,0.0412,-0.0064
44.39,0.4246,0.0412,-0.0064
44.4,0.4246,0.0412,-0.0064
44.41,0.418,0.0412,-0.0089
44.42,0.4112,0.0412,-0.0139
44.43,0.39,0.0412,-0.0112
44.44,0.39,0.0775,-0.0085
44.45,0.39,0.0646,0.0223
44.46,0.39,0.0646,0.0244
44.47,0.39,0.0646,0.0264
44.48,0.39,0.0646,0.0247
44.49,0.39,0.0646,0.0247
44.5,0.379,0.0646,0.0247
44.51,0.379,0.0646,0.023
44.52,0.3688,0.0518,-0.0115
44.53,0.4075,0.024,-0.0048
44.54,0.3884,0.0292,-0.0209
44.55,0.3641,0.05,-0.0389
44.56,0.3454,0.0708,-0.0181
44.57,0.3454,0.0479,0.0027
44.58,0.3267,0.025,-0.0254
44.59,0.3577,0.0881,-0.0276
44.6,0.3577,0.1512,-0.0608
44.61,0.3577,0.1512,-0.047
44.62,0.3577,0.1512,-0.047
44.63,0.3577,0.1512,-0.04
44.64,0.3577,0.1512,-0.0331
44.65,0.3887,0.1512,-0.0228
44.66,0.4034,0.1512,-0.0228
44.67,0.403,0.1512,-0.0228
44.68,0.4034,0.1826,-0.0228
44.69,0.4034,0.214,-0.0228
44.7,0.403,0.1501,-0.0228
44.71,0.403,0.1501,-0.0228
44.72,0.4034,0.15,-0.0228
44.73,0.4034,0.15,-0.0228
44.74,0.4034,0.1501,-0.0228
44.75,0.4034,0.1501,-0.0228
44.76,0.4034,0.1501,-0.0125
44.77,0.418,0.1501,0.0121
44.78,0.3919,0.1501,0.0367
44.79,0.3919,0.0687,-0.018
44.8,0.3658,-0.0128,-0.0078
44.81,0.3064,-0.0128,-0.0143
44.82,0.3517,-0.0128,-0.0198
44.83,0.372,-0.0128,0.0025
44.84,0.372,-0.0128,-0.0124
44.85,0.3924,-0.0128,-0.004
44.86,0.4361,-0.0485,0.0317
44.87,0.436,-0.0125,-0.0259
44.88,0.4361,-0.012,0.0053
44.89,0.436,-0.0125,0.0053
44.9,0.4361,-0.0125,0.0365
44.91,0.4361,-0.0125,0.0342
44.92,0.4361,-0.0125,0.0189
44.93,0.4361,-0.012,0.011
44.94,0.4361,-0.012,0.0036
44.95,0.4361,-0.0125,0.0306
44.96,0.436,-0.0125,0.0576
44.97,0.4361,-0.0125,-0.0079
44.98,0.4361,0.0235,-0.0298
44.99,0.4361,0.0889,-0.0473
45.0,0.4361,0.089,-0.032
45.01,0.4361,0.0889,-0.032
45.02,0.4797,0.0889,-0.0168
45.03,0.485,0.0889,0.0233
45.04,0.4912,0.0889,0.0242
45.05,0.4912,0.0889,-0.0165
45.06,0.4912,0.0889,-0.0286
45.07,0.4912,0.0889,-0.0159
45.08,0.5026,0.1543,-0.0008
45.09,0.473,0.0682,-0.0162
45.1,0.4432,-0.018,-0.0032
45.11,0.4432,0.0639,0.0002
45.12,0.4432,0.1458,-0.0169
45.13,0.3838,0.186,-0.034
45.14,0.3709,0.2262,-0.0591
45.15,0.3709,0.2262,-0.0591
